objectid,isbn
322562,1988884659
8804,1929780451
28121,1929780575
286827,8894957152
92081,1933318465
110815,1933318732
271597,1941816525
271648,1941816622
147568,1605843601
24159,192978063X
213560,1941816290
271649,1941816576
298701,8894957209
214033,1941816509
295565,8894957217
196946,1941816096
4491,1589943260
150794,1856192407
6854,1893028011
32702,0811858642
12876,1893028593
33866,881381000519
13447,1575281112
8860,1893028348
24933,1933152257
40841,0681902639
11549,1452101752
8624,1889055115
42644,9001890601248
202771,1101905654
306555,0525615563
143508,1575615371
94902,0786965592
234251,0811869385
212140,1945625287
14454,189302816X
211168,1936920816
172032,193814659X
287507,1589935004
22108,189974925X
12958,0641571984
235465,4010168233512
1234,1589781317
266470,1912200139
8489,0970910908
169062,8054181513394
2817,1589940644
250963,1591000793
2393,0923891153
1339,078696555X
148434,1468308165
205761,3558380041153
152492,1782532552
204507,8056324760085
2266,0641754329
133010,3865197078
197707,1589781635
163639,193814662X
194062,8054181513417
177,1560380381
5135,1890323047
709,0880380942
267404,1911281488
33091,0982727941
14454,1893028275
14454,1893028046
8307,1556342535
33932,0978924177
2773,1891153714
287941,1947941038
2718,0681952253
165572,1472807383
257081,162692628X
5559,1930658044
3309,0874310326
9567,0786903678
223881,8417071709
226135,0986392073
214898,1589781767
5367,1888439343
323184,1856699498
230,9990383103
39432,0979182751
146451,1941427014
2412,0641061501
231964,1938146263
256302,0966704665
76481,1661831117
15435,1905176627
147458,1514397846
262067,1788262689
280882,1788264851
280882,1788264878
262903,5011921109593
1258,1572811412
153840,9082150700
21249,158978085X
94490,1593955847
318184,1472844742
318182,1472844750
341165,1638840075
150441,8311126062
22544,1589780884
152619,3897776952
152620,3897776960
322708,1616611898
291794,1988884756
272380,0974646156
337765,147284484X
10081,0786934816
50750,0984155813
313441,147284730X
329082,1988884136
181563,1941816312
358622,2749948312
171273,0986287229
343274,1472850300
362588,0997272783
264476,1912743701
367743,1786271753
358263,1638840865
358263,1638841012
1465,1572812478
369619,3742320041
370803,098930681X
1339,0786965983
1339,0786965789
134342,0786966254
94902,0786967250
189932,1638840008
230036,193886932X
354570,1472852672
361065,1638840849
358818,1638840350
358817,163884030X
361064,1638840415
348073,1472850076
296334,1797212915
205249,0999428896
343017,1589943643
244271,1988884527
268201,1988884756
314577,091251521X
357465,3941345451
253185,1777028116
366310,1988884225
300583,1472842421
351616,1638840245
336847,1638840008
353905,2370990392
343696,163884013X
343696,1638840180
245629,9001890613876
377478,1913947181
377478,1399601253
214989,1944666610014
204516,8869810321
180020,8460659666
361639,8894957446
295609,1613171692
298229,1988884063
366495,1472855515
382518,1472857046
346083,1638840512
346083,1638840520
330097,1945323175
313533,194749497X
395085,178627373X
61001,1616610395
345266,1945323280
232501,609456648868
4385,9780486273471
401511,1961139065
160081,5060208863321
71882,9780984608010
43168,1933362502
233076,3760175514210
5117,189208192X
383476,1638842108
275284,1472852672
313532,1947494961
374789,1945323493
377511,1638840881
169328,1591000467
135877,1591000300
1690,1591000297
319999,1945323159
380868,1945323523
367923,1945323442
273240,1945323094
6552,1937832074
6606,1556347138
206856,6649925656424
206857,6649925656288
217603,0998730017
341895,0998730084
222338,0998730009
260630,0998730068
189932,1638840016
391288,1638840407
146021,1589949811
256852,1638841365
122241,1941816584
35522,0982727984
135215,0957426828
403503,1945323590
422193,0593234332
408526,3745907779
