gameid,url,price,currency,enabled,show_from
368966,https://jandjgamingfactory.com/products/ark-nova-marine-worlds-expansion?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,22.76,USD,0,1
371942,https://jandjgamingfactory.com/products/the-white-castle?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,30.39,USD,0,1
379037,https://jandjgamingfactory.com/products/istanbul-choose-write?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,26.59,USD,0,1
28143,https://jandjgamingfactory.com/products/race-for-the-galaxy?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,26.56,USD,0,1
224517,https://jandjgamingfactory.com/products/brass-birmingham?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,60.79,USD,0,1
306709,https://jandjgamingfactory.com/products/the-night-cage?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,34.19,USD,0,1
283766,https://jandjgamingfactory.com/products/sleeping-gods-tides-of-ruin?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,34.19,USD,1,1
167791,https://jandjgamingfactory.com/products/terraforming-mars?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,52.24,USD,0,1
50,https://jandjgamingfactory.com/products/lost-cities-card-game-with-6th-expedition?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,15.16,USD,0,1
399215,https://jandjgamingfactory.com/products/cartographers-map-pack-collection?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,18.96,USD,1,1
13,https://jandjgamingfactory.com/products/catan?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,41.79,USD,0,1
241386,https://jandjgamingfactory.com/products/root-riverfolk-expansion?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,30.4,USD,0,1
272637,https://jandjgamingfactory.com/products/root-the-underworld-expansion?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,38,USD,1,1
330149,https://jandjgamingfactory.com/products/root-the-marauder-expansion?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,38,USD,0,1
337627,https://jandjgamingfactory.com/products/voidfall?utm_source=boardgamegeek&utm_medium=referral&utm_campaign=buy_a_copy,114,USD,0,1
