objectid,ean
198287,0814743013032
85000,0610585911969
174402,8500520050308
207568,0780742103459
209951,0610585961865
27162,0841333102586
199966,0841333102586
189035,3558380035954
189035,3558380031062
68876,0696749064870
68876,0696734086559
256297,0630509784462
256297,0630509784486
3651,0823973020123
34843,9780615171944
135557,0609456646727
166988,0892944002024
11182,0714043010796
11182,0787551423570
11182,0071404310798
156318,0793631530755
156318,0814743011830
156318,0797162098883
15155,0653569035428
15825,0653569082705
16694,0653569067900
22357,0653569154419
24878,3661116082563
28165,0653569230779
31005,0653569230847
72225,0713757486002
107148,8054181510010
140951,0729220050236
140951,0433599349166
140951,0754295934617
1897,0298770300028
1897,0029877030002
1897,0086626100003
125652,0634482708361
156502,0634482716953
156502,0772223028436
176936,0793631228065
176936,5055600306149
176936,0791385781980
102794,0607052441241
102794,0793631927975
102794,0029877035014
2093,5889332839473
2093,0704551240204
242972,0000778988555
242972,0778988669488
1213,0033170575788
1213,0748223526418
241122,0013964757514
29109,0033170584230
29109,0699788109533
32341,4001504871482
86955,0793631951291
86955,0837654321010
86955,0037654321014
86955,0698997769583
146735,0789264276108
146735,0885204750315
146735,0700304045195
146735,0885891442791
146735,0783327894858
146735,0885350247714
146735,0794628115221
146735,0885453744707
146735,0885270679923
146735,0885370375336
146735,0689960276061
146735,0885439882539
146735,0667562042567
146735,0787718847126
146735,0885441490968
146735,0885951692401
146735,7104625061408
146735,7104754109408
149787,0703694046728
170318,0792736327390
170318,0696859265730
170318,0782675599996
197572,5011921072842
197572,0777904627809
201186,9780436506024
201186,0611720999460
208766,0889696006974
5404,9781938146466
36745,0702811546455
36235,0856232002189
67180,7640131630092
129050,0736211951571
193322,9781617687983
193322,0814552025059
228411,0720260987308
228411,0074427100575
35376,0079346019045
1426,0655132001823
2449,0699788800270
2449,9781589940529
3819,9781589940376
4610,0655132002158
8041,0076930416037
8041,0744882132618
8041,0698887796590
22884,0699788109311
22884,9781589943209
94288,9781616611019
95338,9781616611026
98113,9781616611033
100092,9781616611057
102875,9781616611064
107933,0013031026482
107933,9781616612177
117929,9781616612597
119640,7426143121106
119640,7426143121137
119640,9781616612603
119640,7426143121113
119640,7426143121120
121900,9781616612610
142875,9781616617080
142875,9781616618858
146574,9781616618575
146574,9781616617950
152510,0815442017048
158969,9781616618612
172680,9781633440739
175755,0841333101770
182930,0841333100117
204091,7104628302447
204091,0841333101558
172047,0889696002181
246366,0850505008090
104356,9781616612061
110699,9781616612078
71402,4260227312478
71402,0653569495352
71402,0033170340270
131339,9781616614560
206548,0841333101541
35522,0894769000094
86128,7700012503119
231991,9781945625619
258,0784311746375
258,0885411950218
258,7104758324609
258,0885355280570
258,0857848004161
258,0885932159350
258,7662558224081
258,5711008907110
168927,0885157126304
168927,9781616619947
168928,0077344603600
168928,9781616619954
168928,0885265305189
168928,0885731677796
168928,4516793092031
168929,0077344309359
168929,9781616619961
168929,0885265404691
169018,9781616619985
169018,0885186473998
169018,0885343450886
169018,7662558311200
169018,7790020110300
169020,7091329544064
169020,9781633440005
169020,7662558268122
169020,7091322337854
175283,9781633441187
175283,7104627881004
175283,7091327104369
175283,7091326372097
175283,0751195325170
175284,9781633441200
19736,9781589941380
19737,9781589941786
148040,0787551918120
148040,0700304045782
148040,0885213291397
148040,0701017527725
148040,0790405093102
148040,5903271467709
148040,0885138237241
148040,9781605843599
148040,8857073143460
148040,0885862621378
148040,0699687105230
148040,0885357038346
148040,0790405077874
148040,0790405250543
148040,0689466695663
148040,0199998043219
148040,7104622621247
19739,9781589941397
257616,0841333106126
19740,9781589941809
19743,9781589942226
6411,0781624617095
6411,0027084804133
6411,0782675081187
6411,0792491421067
205398,0841333102067
177210,0729220058836
241831,0850505008489
196831,0093514074087
196831,0787551396355
125,0718122622146
65907,0824968727911
65907,0782361371882
65907,0781624649539
67185,7640131630085
90305,0824968782910
90305,0798256772467
90305,8249687829104
125046,0609456646567
144270,0885177425685
144270,0824968783917
144270,0433599350667
144270,0689466695373
145645,7612577006007
233955,8718026302368
235817,0864170000365
180593,3558380032373
126042,6430018270319
126042,0787551746730
126042,6430018270333
126042,0098864159606
220827,0680569978165
121921,4250231704666
21389,5012269006612
32666,9780978928889
32666,0858619004106
157809,6430018270418
213531,6430018270449
41,4005556264315
554,4002051682514
904,5023117593017
1465,4057154444989
1465,5130031344851
1465,0798521010386
1465,0781624547446
1465,4007396069013
1465,4007396069006
2093,4014156031623
8051,4001504481384
9440,8717249190455
13642,4005556269310
15512,4001504490775
16747,3760093330190
19600,4260070350047
26990,9781556347283
26990,0827912070293
29368,9780979658501
29368,0607052443351
29368,0099379021051
29368,0094922782359
29368,0085218236120
37380,4250231751875
38054,0772223414567
38054,0793631932450
38054,0859930005087
52461,5908310266428
65901,0793573719317
65901,0797839076404
66505,4260070350450
85897,4250231773112
91514,0736126604500
91514,4010168040929
95064,0857789002011
95064,0698887766364
95064,0797619834569
98229,4250231704192
106217,4001504482251
108784,0857789002028
108906,0092015483657
108906,0817054010677
108906,6965836998683
122298,4250231705076
131260,4012426880179
131260,0755263856320
131260,5130031349511
147151,0798521781286
147151,5425016921937
151004,4250231705434
154086,9781938146695
154086,0713596049321
154458,0681706714103
158275,0634482716601
158275,0798527738178
158275,0634482716595
160851,9780986287213
161866,0798527736150
161866,0787799985250
161866,0797839839702
161866,0787551979763
161866,0793631879243
161866,0817009014330
161866,0696736326776
168917,4250231706462
169124,0751195348971
169124,0681706200002
169124,0787799971031
171669,3770002176429
172047,3558380039136
174570,0053334839785
174570,0053334839778
177678,4260316380067
191977,4005556269716
201921,0728028416299
35815,0094922883698
35815,0034535831532
35815,9780979658532
826,0794628979205
826,4005556266340
826,7104752694685
826,0083903924970
826,0783419617853
826,7104625916647
112373,0803979008004
112373,0885745848786
526,5036905015011
164153,0751195329628
164153,7091321536609
164153,9781616619909
164153,0099825259144
271324,0752830294486
144734,0827714011050
5788,0778988914595
6535,0787799777299
6535,0073000004552
6535,0653569623328
6535,0039517271894
7098,0073000511555
7098,0698887855884
7098,0073000000110
7098,5023117364075
8487,0885945337400
8487,0731840702884
8487,8855383328881
8487,0032244564789
8487,0885943306187
8487,0733023427508
8487,1330010667504
8487,0885407833105
8487,0885330933392
8487,0032244047862
8487,0885501654149
8487,0885704319562
19370,0778988685945
22861,0389025292721
22861,0013031012379
22861,0433599241255
22861,0787551203868
22861,0793631540143
22861,0692000175163
22861,0759751055103
24783,0782675529085
24783,0021853021042
35173,8711808305472
35173,8857274152452
35173,5156648289347
35173,0599038246455
35173,6038996877720
35173,0885351517885
35173,8711808309104
35173,0885186302809
35173,0827165677270
35173,0885909462957
35173,0719040153101
218333,4010168226477
218333,4010168226484
223953,4250231717918
227460,0706949635401
234477,0841333104832
239464,4002051741716
280480,0706949635661
127067,3760175513787
147183,4015566100091
41541,9781929780730
41541,0100010444297
89962,0690135783680
89962,0610393845654
89962,5053959652276
89962,0746775042035
89962,5053179024464
89962,4250360255824
89962,0705235379890
89962,5334998098684
89962,7922470187698
89962,6951697046243
89962,0609132424922
89962,0610393805160
89962,0899998540151
89962,0792438237027
120426,0713757420105
125879,0700621091523
201825,0859930005773
36218,0655132005319
36218,0772223961979
36218,0081203435073
36218,0791209043966
209418,0655132005319
209418,0772223961979
209418,0081203435073
209418,0791209043966
219513,0029877035304
230085,8719327009352
74823,4010350606414
74823,4010350060643
100527,9782914849814
100527,0090247212335
71074,3760146641631
148729,0672975094409
5,0630509493784
6201,0823973040008
8633,0076930402245
8633,0040003073977
8633,0787799906552
13285,0681706040295
17451,0831112000905
21239,0653569126805
93688,0635665034369
93688,0001910514786
93688,0885531918648
93688,0885278311207
93688,0885510066858
93688,0799783491746
93688,0858160371801
93688,0794965249917
93688,0885377128140
93688,0885635388354
93688,0885399727789
93688,0086002034052
93688,0885326144337
93688,0885310818282
93688,0163120430581
93688,0013031010993
93688,0885519971139
93688,0885914298978
93688,0885332187175
93688,1330010703400
93688,0860020340520
93688,0885509757774
93688,0885587201565
93688,0572050054956
93688,0800187939533
93688,0572050054857
93688,0199988881111
93688,0069509306259
93688,0885336404995
93688,0809099166556
93688,0109991118043
93688,0885897331334
93688,5334999136859
93688,0696748240015
93688,0885492492867
93688,6887139801562
93544,0029877456116
2562,0086671800002
146,0859961000143
269160,0745809868948
212516,5060156400258
1362,0626975111048
1362,0885385200746
1362,0799783686951
66126,0084626004017
2818,5011363419434
2818,0698887812764
2818,0027084792423
2818,1330010722135
2818,0787799846247
2818,0074299419430
2818,0754295933207
2818,0885127783896
40213,0837654863572
40213,0754295794891
40213,0754295794907
93971,0837654863572
93971,0754295794891
93971,0754295794907
3529,0793631676842
3529,0798257913128
3529,0076930402832
66771,0681706099897
108161,4015682050072
5758,0076930413579
103233,0681706270548
137237,0782361384288
137237,0772223397655
137237,0689960077583
137237,0787799932001
137237,0787551948608
137237,3558380018230
139508,0787799955093
139508,0099776378161
139508,0627843208204
6521,9781589941014
6521,9781589942387
128921,8718026300777
6785,0021853050608
9516,0513700800332
9516,0740147118410
9516,0026608008002
9516,0572050099261
9516,0026608006732
169141,0040232465109
169141,0742832746854
15804,0783149226882
15804,0792491850645
15804,0787799896273
15804,0823973033000
207208,4010350201213
27389,5526680012577
27389,0095665882269
27389,0885529802782
27389,0783318547381
27389,0604945379544
27389,0798256334412
27389,0799916052134
27389,0794628104584
27389,0764999710707
27389,0798804720339
27389,0704740103358
27389,0795418019446
27389,0772223664405
27389,0787799915769
27389,0796520341104
27389,0736126393329
27389,8901383498823
27389,0793631321629
27389,0789264265461
27389,0698798177211
27389,0794764013603
27389,0885248125612
27826,0013821000982
27826,0093514074155
27826,0885946594956
27826,0787551301694
27826,0885172763812
27826,0793631559299
27826,0923893287788
27826,0791385705382
27826,0013810002904
27826,0777904414997
150811,9781589934344
125853,5908310266312
2407,0653569904113
154343,0653569904113
198961,8944143017803
198961,0093514069588
198961,0783318409719
198961,0077349192031
198961,0613951403877
198961,0794434263338
198961,0888767635211
198961,0793631795628
198961,0800356443243
198961,0793631908066
198961,0772223749201
37296,0653569298151
146418,9781616617677
128709,0634482708330
195503,0793631052424
195503,0782675694424
195503,0040232312373
223953,0653341722409
123844,9781938146848
146880,0700371289768
193738,0696859266003
295905,0015568001611
46807,9781594721229
143075,5060314600032
245444,0602573199220
269385,0841333107086
150,0792463337310
150,0775006025417
150,3760093330039
9674,0814743012622
148951,0728028398922
148951,0782675610271
148951,0772223979790
148951,0792736144065
148951,0736126944545
244992,0791296613448
244992,0854382007139
98085,0678969790104
193148,0609456649865
214005,7753685942990
282463,4010350104637
282463,0893339042854
10547,0765390565576
10547,0653569533450
10547,7449854330308
10547,8321850213177
10547,1359984363816
10547,0095737680984
10547,7449833213264
10547,7104627438772
10547,6959456599054
10547,8136733045475
10547,0607052440978
72225,8033532950156
24480,7753668391593
24480,0814743013179
174660,3770000904345
198928,0801310110171
198928,0681706711201
210164,0859930005889
221107,0841333103316
55600,0655132004152
9452,0074299428104
9452,0063628850211
2821,0698887782487
2821,0798525391412
2821,0899998578383
2821,0078206090033
2821,5711008942326
2821,4166002622766
2821,4150002583769
2821,0074299125041
2821,0074299435355
2821,0074299424687
155409,0047754472387
153611,0746775200640
153611,0433599318988
182707,4056256046558
182707,0696749690062
182707,4053893907785
182707,0781624686169
182707,0785924729809
182707,0887961063967
216556,0841333102333
1233,0797435563360
9962,0787799893234
9962,9781556347283
9962,0837654320181
9962,0793631639793
9962,0736126369423
10559,9780974933009
12875,9781893028500
12875,0667792230123
12875,0667792230062
12875,0033170298274
17859,0894769000063
33150,0667792232851
33150,9781600820885
33150,0653569387749
33150,0754295891248
82610,0653569511151
279254,0729220070623
128174,0097387282037
128174,0794819967233
128174,0772223346820
128174,0746550042663
128174,0681706715100
158392,8054181512755
182218,0841333100254
182218,0783149345255
194232,0814552021747
194232,0814552024861
194232,5060579161231
194232,0793631554454
194232,0679263157273
194232,9781617686276
194232,0044948099962
194232,0657687459296
221661,0602573226926
33040,0823973022004
33040,0607052442996
166702,0852613005046
166702,0792491860859
166702,0746550482452
208545,0841333102296
144763,0634482714003
144763,0787551661798
144763,0793631787951
268008,0671065564723
268008,0778988524367
285125,5060453694046
699,0032244041013
699,0793631554812
699,0033170510123
19374,3544541547152
19374,0787799671986
19374,0824968818732
19374,0885455064568
19374,0754295601984
197934,0841333101077
16747,0609456647601
205322,0021853022391
166384,0815442019059
166384,0787799686782
166384,0815442019042
166384,0783719780356
166384,0781624523464
166384,0015442019046
175549,7426102655673
319292,0889698487214
911,0095109030126
116951,9780984608041
116951,0094922228109
1212,0696748633268
1212,0724903060045
1212,0793625019716
41636,9781594721038
99312,0681706070919
99312,0754295850733
164865,0772223433490
164865,0794819331515
164865,0793631774319
164865,0889696000651
157403,0734548878370
157403,3558380024965
245815,0841333105112
76319,0045802290808
178570,0045802290808
139032,0627843307440
152222,0696748235165
152222,0626975111789
226588,0602573199145
106895,0634482704745
202583,0852468006816
245654,8056324760375
245654,0889696008923
8190,0859961000693
8190,0859961000068
192834,0793631393411
192834,0029877035175
192834,0792736421371
159507,5902020445753
254681,9781988884639
229839,0814743013650
236191,9781472822222
270844,5902560381962
282524,4005556268276
2150,0045708008996
256730,0850000576001
161928,0792165368605
161928,0861166000118
161928,0797162747101
161928,0793631116195
40090,0876284001176
40090,9781933318646
40090,0787793828492
1256,0045748105501
1826,0754295834399
1826,0032244047039
2929,0076930414439
3320,0743181270588
3320,0076930414910
3484,3289880002695
37000,0744882304817
37000,0634753642769
37000,5010994322878
37000,0653569310693
37000,0070896608222
37000,0653569336334
37000,0787799960431
113436,0850893004001
129368,5901549927092
95683,9781589949980
145259,0653569863861
145259,5010994742928
209728,0841333102562
210025,0841333102319
160541,0885931003852
160541,0778988101346
160541,0785924790038
160541,0778988091326
160541,0658107691173
160541,0074994353084
160541,0885741270321
160541,0885957024367
160541,0885689239411
160541,0885963545078
160541,0885774087262
160541,7104759078037
160541,0885415871496
160541,0698887648165
212734,0841333102326
215510,0841333102982
219054,0841333102340
224363,0762486016004
224363,0841333102364
224363,7426844785690
224363,0760921729571
214899,6006698475476
214899,7454890902679
214899,0861327000308
214899,0608016065923
214899,0600639014579
214899,0793631304745
214899,8123083169692
214899,6005451817256
214899,0759981204388
214899,7454890902716
214899,0600639014562
214899,8123083167032
247718,0841333105365
247718,8435407619470
260311,0841333107185
262754,0841333107192
266377,0841333107833
271056,0841333107857
279196,0841333109004
286257,0841333110185
302213,0841333111397
6688,0086453007827
127997,0797681889740
127997,0783329242817
127997,0070188408189
127997,4250231704482
127997,0631080124418
191055,0814743012608
217083,0655132005432
217449,0841333103989
1499,9334733000039
271320,4005556269259
91080,0817054010257
235016,0827714013757
15954,0817054011209
97845,0798527725017
97845,0655132004657
127061,3558380040439
1333,0782495587678
1333,0787551698596
1333,0744424748376
1333,0074299292477
1333,0033170654582
9938,0021853052022
9938,0021853052008
22980,0093514074100
22980,9781932947502
22980,0013810002898
127798,4250231704574
134777,0433599315284
134777,0823973024107
190247,0748252209597
142303,0609456646772
226441,0841333105006
247106,5011921107728
255601,0680168938553
257344,0029877035373
22821,0699788109267
22821,9781589942554
267813,0814743014473
217576,0704455452123
226176,5060523340248
226176,0801310114100
176980,0609456648844
222988,0609456648844
181693,4001504482510
260757,4001504482855
300531,4015566018402
15987,4015566010024
266507,0810011720015
266507,0801390119255
275532,0810011720015
275532,0801390119255
283294,0793588575151
281655,0765643273371
112,4015566010086
823,4002051686918
823,9783440686911
823,0798521717834
1382,4005556269211
8203,8717249192688
25669,4001504493110
40793,3760146641532
55427,7612577003006
56692,4001504750220
75449,4250231713705
91536,0885139865474
91536,5889332834690
91536,0634482709399
97903,5425016920824
589,9781616612382
589,9781588464705
104710,9781616612382
104710,9781588464705
130176,3558380041597
136991,3558380025719
152162,0696859265570
152162,0787799461242
152162,7104755616684
153065,4005556271153
157403,3558380024972
160018,4250231705960
164265,3558380026600
175324,0717125187577
175324,0760680995194
175324,0843002100008
177524,4007396016604
182340,0734548859638
182340,0634482720509
191231,3558380036784
197070,4015566600096
198454,5425016921647
200077,0030656819152
200954,0700615557264
200954,0700615556236
207691,4260316380128
216600,0644216790807
217449,4011898041712
218479,0752830414181
236304,0752830414181
227515,4260402310947
229265,8034063230939
238992,0856934004160
272085,0759751012076
27112,0824968818985
27112,0785924664100
37911,0824968818985
37911,0785924664100
197065,0729220058829
257058,0644216476824
137269,0885902700704
137269,0885503729104
137269,3558380018315
137269,0789264146326
137269,0088242881335
207017,0681706711515
83734,0029877052516
83734,0298770525162
83734,0792491796554
163968,4056256466073
163968,3558380028116
163968,4057057306292
163968,3558380028123
163968,0584726137214
2883,9780932592941
96152,0729220053022
96152,9781582369549
101711,0729220053039
127021,0729220053060
127021,0787799676622
143680,0729220053077
229265,0801310114636
229265,0850505008205
232361,0610098346050
178820,0094922476692
178820,0772223886791
200171,0793631298457
200171,0053334847742
91872,0607052448264
91872,0885760855165
91872,9780786958733
6606,0885895682919
6606,0781624706416
6606,0772223924844
6606,0885531045412
6606,0885525750476
6606,0785239756224
6606,0086696800001
6606,0885321939082
6606,0798525904452
6606,0782361265907
6606,0885566845605
6606,0037654320482
6606,0885597239107
6606,0885296479491
6606,0837654320488
18898,0837654320624
18898,9781556347474
28327,0037654320666
28327,9781556347641
31847,0787793466021
31847,0044978491248
31847,0698887147828
31847,9781556347733
31847,0885664986811
31847,0044988298110
31847,0793631235193
31847,0837654320556
31847,0607052443955
38538,9781556347801
38538,0837654321317
78674,0837654320730
78674,0793631787470
112991,0837654321294
237023,0602573906507
1475,0076930408582
259061,8058269030001
284845,0855252007235
31069,8033532950002
255332,9784910825861
132326,0859573004034
208360,0609529000265
238229,0764575016414
93879,0837654863596
137496,0885298658726
137496,0634482710272
137496,0433599312061
2608,0032244040214
142262,0852676005359
152767,0616909967582
30658,0793631814640
30658,0029877060290
241731,0814552026612
285905,0841333108670
244331,3664824000126
244608,4015682051017
244608,4251522704808
245643,4010350103708
253284,0824968202609
241477,8590228032355
272738,8590228032355
92828,3558380020677
92828,3558380011255
92828,0777904301259
92828,0783327742876
92828,3558380024460
92828,3663148102172
92828,0736126157020
92828,3558380024811
30658,8717249193302
262275,6425453000812
160561,6425453000171
235520,0824968790250
191300,0681706412801
191300,0793631343874
191300,0794819530123
2993,0791068589001
2993,0681706781013
2993,0793631262083
2993,0787551348781
155068,0817009018178
155068,0817009017294
155068,0793631662401
155068,3558380026471
155068,5903271467716
155068,0791325005626
155068,0791209199007
155068,0781624744135
155068,0787799987148
155068,0787551980585
113293,0713757485401
176530,0609456647328
216597,0859930005650
221318,0689070017400
227545,0801310114469
227545,0850505008168
42131,9781841549224
122328,8054181510638
122328,0783324803631
122328,8054181510560
57070,0783495497325
57070,0824968826928
57070,0792736796257
57070,0793631287765
109632,0824968826782
8924,0787799747032
8924,4010168031231
8924,0793631341771
8924,7873628103544
184491,0865839000122
214293,3760175513749
144492,8718023601297
144492,0772223645312
4980,0659390027144
124490,8054181510553
67285,0798304101171
155435,0653569916703
155435,0885310432389
155435,0885790553789
155435,0630509239757
155435,0783329445324
155435,0885790451771
155436,0653569916734
155436,5010994778408
155436,0692000172452
155436,5054242215512
155438,0653569916758
237442,0630509610631
158812,0091037969231
175763,8054181512748
191038,8594054913345
6795,0076930408988
207845,0729220058393
187645,0841333101053
187645,0751195330143
187645,7091321639218
145872,0091037413796
10523,9780965869492
263662,0602318729774
172008,0853211004493
242667,8013101132459
242667,5060453692387
137900,0823973060006
183571,0019962051807
55253,0029877057535
303057,0889698487191
256610,0729220062666
164,0783419966548
164,0823464005301
16498,4010350700525
23631,0071404370020
23631,0714043070028
4038,0433599184347
4038,0746775060893
4038,0785924637432
116821,0433599184347
116821,0746775060893
116821,0785924637432
131956,0854581004007
183521,0751195345772
183521,0630509309375
183521,5010994880279
183521,7091321102743
183521,0758576700649
183521,0630509311712
183521,7104756915915
183521,7104621786572
183521,0790405250284
183521,5060440647789
183521,5054242371195
183521,7091329196546
183521,0743138441894
183521,0630509503414
224212,0854382007030
154419,9781616617424
174476,3770004610006
105,9781589941564
124,2050936000047
124,4015566003064
124,0046363093464
327,4053893267889
327,5010994146108
327,0686141060563
327,4050759362207
527,5414301515111
527,5413759111210
527,0655132001342
5737,4002051692612
5737,9783440692615
8989,4011898040418
13823,0681706412405
13823,0698887590129
13823,0772223587117
18258,3558380001928
19100,4001504481544
22141,0824968722619
30381,4260070350139
34084,4005556269341
34084,0785924841075
44163,4015566008120
95103,0094922228086
95103,9780984608027
104020,3760188400043
121297,0609456646611
245961,0609456646611
121410,4015566032767
134352,0866383000002
137297,7612577103003
137297,0787799880852
137297,0885404372379
140933,3558380024101
145371,0097914199852
151007,0726670261410
151007,9781601256478
151007,0044978293132
154246,4005556269501
156091,8601410654856
156091,9781940825236
163642,5407004490083
164338,8717953118585
176544,7090034911215
176544,0794819157290
182694,3558380042259
184151,0841333104146
187377,0653341088840
194880,5901549927931
195162,0686751348105
196526,4260184330348
199966,4015566034075
217861,4250231715785
228504,0729220058850
160425,9781616619251
174565,9781633440746
176058,9781633440753
177608,9781633440760
178862,9781633440777
180695,9781633440784
246900,6430018279015
24827,0681706715506
183562,4516793092215
183562,0885411922048
183562,0841333100001
183562,6887139802248
183562,0783318507330
253635,0655003984149
154742,0670541597699
27173,0655132003148
184866,0610585961551
144227,0655132005012
182027,8594156310356
176083,3558380029519
176083,0077365366010
192661,3558380037156
245638,4061897501106
216465,3558380047308
40794,0681706070575
40794,4260070350344
55697,0681706070575
55697,4260070350344
217780,9781947941144
239464,0612520386344
235591,0841333104283
3586,0803004741005
3586,0772223130740
3586,0086676000001
154878,0793631102785
154878,0701017530282
75996,9781589949157
75996,8601410326401
235555,0741012846612
181476,0748252038197
89952,0655132004367
197333,5060208869590
197333,0734548562576
192619,9780648048350
140271,0729220053510
141735,0885515154000
141735,0729220058201
158340,0785924409336
158340,0793625033279
158340,0791836922085
158340,0729220058157
255594,0845866001361
256802,0653341723307
173318,0729220059055
270233,4049817671214
180920,0729220058416
298069,0729220070845
269259,4001504882327
294484,0857476008111
162886,0798304339291
302344,0700304153623
13767,0852877000443
13879,9780972389723
14342,0852877000313
28509,0852877000313
14585,0085239880098
14585,0852877000504
15509,0852877000054
15830,0876284001251
15830,5889332835222
32682,0876284001251
32682,5889332835222
20202,0027084259988
20202,0744882156614
21566,0852877000450
21566,0876284001152
21566,0027084259964
21677,0852877000252
21677,0027084180411
21677,0787799863886
21677,0789264286909
21705,0027084316711
21705,0027084346596
21705,0852877000665
21705,0785924999752
21749,0852877000351
21749,0027084450446
26270,0027084316865
26270,0027084450606
26270,0787551040777
26270,0787799114247
26291,0027084316759
28270,0852877000443
28510,0876284001060
28510,0852877000658
28511,0852877000719
33676,0762047657851
33676,0787551118605
33676,0027084509458
33903,0027084647877
38340,0876284001411
38340,0876284001534
38946,0876284001466
40394,0027084509465
40395,0027084509472
41155,0027084148190
41155,0789264301466
41155,0793631655977
41155,0852877000702
41155,0787799857595
54743,9781933318783
54743,0876284001510
54745,9781933318875
54745,5889332835161
54745,5334999139751
54745,0876284001688
61474,0876284001947
61474,9781933318288
61474,0076284001941
61474,0789610439973
194474,0602573043530
180040,0013964890495
180040,0013964890440
216725,0013964890495
216725,0013964890440
275954,0602573043837
275955,0602573043899
134388,0793631325405
134388,0797162589671
134388,0798304258745
134388,0785924204344
143200,3558380016588
87120,5600243420068
242684,7108445280483
244049,4260071880383
248065,4061325002045
279613,3558380070610
318977,4250231728082
288168,0850004236314
256589,3770011479436
3365,0814938010693
481,0655132001625
481,8035576000415
73070,8033772890243
269603,4005556261321
9606,0086692700008
9606,0892884000005
54433,0837654320358
102104,5053959712017
102104,0885370928471
102104,0885962508029
102104,9781936112197
102104,0885441562900
102104,0885316172975
102104,0885355687072
102104,0781936112196
136356,0894769000179
191982,0681706716503
126100,0772223990535
126100,0642078883293
119781,0781624480545
119781,0728028195743
200057,9781938146350
261342,9781947941076
27028,0805267600013
119788,3558380024934
119788,0696749418949
46957,0694341020003
319966,9781472836601
33196,0681706040479
72131,5600243420013
168882,6430060080027
245206,0782752810754
192120,0889696005021
2346,0655132001830
1672,0050758300259
166923,3760008420084
191612,0817054011544
811,0798627204191
811,0021853004007
811,0783318511887
253499,0610585962336
143981,0696859017223
143981,0885158747478
4977,9781555603786
136249,0063796830718
136249,0859573004027
125898,6430018270081
12039,9781589780606
88016,0639767588171
194084,0817054011193
161578,0859573004140
204241,0799924202750
16805,0619770006022
262135,0013964757866
175636,0724500713085
161965,0029877035069
20437,9781569051450
20437,0029877041206
20437,0081261400273
20437,0793631234394
22827,0699788109335
22827,9781589943254
91312,0029877033058
163602,0885166819556
163602,0885759969231
163602,0885837095753
163602,9781616619688
163602,0885115028435
163602,0756806096920
163602,0751195356655
171668,0889696000491
192153,0681706711409
192153,7104627773026
192153,0791068466029
196202,0889696004840
189932,9781940825854
188834,0608016073355
188834,0711746875073
188834,0699945191883
125618,0070623332512
125618,7104625797550
125618,0885970973710
125618,0885359657224
125618,9782914849876
269144,0841333109813
244191,7612577021024
66098,0793631817733
66098,0885152110308
66098,7104621549504
66098,0798525938754
66098,0655132004183
66098,0734548238327
171915,0655132005104
171915,0607052442064
177903,0655132005180
177903,0787551927160
177903,0781624737199
177903,0787799893425
192951,0793631560080
192951,0655132005302
192951,0797162653006
192951,0799825342340
209358,0067837726985
209358,0797162057118
209358,0655132005333
209358,0793631833092
215435,0853183002527
232452,8013101140003
232452,0655132005500
68188,0610585959527
151275,0748252821850
1302,0793631819607
1302,7662558132836
1302,0748223532709
1302,0534262137254
1302,5437543786774
1302,0033170430124
1302,0802301341062
1302,0018183000328
1302,0885828509764
1302,7790019931930
275188,0091037638564
2452,0651343916185
2452,5010994375683
2452,1330010655860
2452,0032244357930
2452,0936736673433
2452,0653569188407
2452,0032244047930
219100,5900741508337
179303,9781938146527
9215,0772223970407
9215,8717249190349
9625,0718122562992
13780,0655132002561
13780,0010599009001
13780,0793625009458
13780,0655132003568
13780,0781624354976
197408,0635040937032
466,4035576010166
131835,5711008962300
131835,0793631505951
131835,0885282479450
131835,0856934004009
131835,0885895726705
131835,0787718893574
131835,0607052441111
131835,0751195326283
131835,0056934004003
131835,0781493233136
131835,0599038174031
19100,0655132002776
19100,0754295938189
142379,0609456648189
197405,0823464002393
43539,9781589946781
128137,9780985914837
163413,0029877035076
290131,0091037638571
146757,6130562103421
146757,0885132978560
146757,7091326119951
146757,0751195345147
146757,9781616616748
146757,7104756695121
146757,7091321010734
146757,0885180462073
146757,0634654722805
146757,0885177465520
1219,0794628114347
1219,0885851211382
1219,0885401177649
1219,5055380091792
1219,0698887803366
1219,5054480730969
1219,0885967644470
1219,0885608855203
1219,0787799877111
1219,0696733714125
1219,0885927840935
1219,5055851394803
1219,0885457831014
1219,0885193076434
1219,0899998773771
1219,0734548724523
1219,5054480471824
1219,0885465102793
1219,7173625129463
1219,0789264275224
1219,4005556264483
1219,0490871010718
1219,0785924172582
1219,4005556011476
1219,0810973012050
1219,1330010697723
1219,0791385634972
1219,5055851314306
1219,0885358401910
34585,0787718919175
34585,0787551918069
34585,4002051691783
34585,0744424924121
34585,5130031356526
209872,0787718919175
209872,0787551918069
209872,4002051691783
209872,0744424924121
209872,5130031356526
12453,0021853036084
325,0029877030736
325,0787799865736
325,0604945338015
325,0796520348950
325,0781624739117
325,0885211878606
325,0787551910438
325,6953052022848
325,0885122437749
325,0090799664798
325,0734548427226
239877,0064465140060
136117,0815442015426
136117,9781617682452
34691,0029877030804
34691,0915989001903
34691,0793631020614
34691,0783318400297
34691,0029877030682
38749,0029877032518
256572,5060469663586
38821,0298777300182
38821,0029877730018
67239,0029877032037
67239,0791159732545
67239,9781569052273
67239,0599038319722
67239,0885118284326
67239,0798525963954
