objectid,epid
205637,14021692694
1269,20027547536
129976,1400550143
122522,18033165125
129433,710161383
1381,10031089983
165284,19009537014
158969,23038438860
158019,23038438860
2407,17005612733
119657,691223288
23094,23038671458
268620,25036027869
131835,11027047193
25669,1200002377
148228,6026728910
23451,1402864486
243759,18031278292
142423,160037413
10630,691352370
150145,16012051343
699,10003304676
319966,2310484022
301767,16042009617
316241,27033993871
280453,12036448750
188547,20012564002
255332,16029742850
3499,10009500663
205398,2302136119
176058,27038720473
39856,1320154646
137182,1907989512
97903,8023641197
13,710151859
198773,24016665568
282524,27033744213
325,17031090968
145842,1634445337
4324,21009469982
8107,21009469982
103885,724311779
5641,691191414
17226,112965152
104162,112965152
195043,2019747790
811,17028314915
260300,22025946823
289363,3034769127
943,1202770988
279689,17037389685
213460,2255660533
216091,2255660533
166326,210349636
280748,3041243990
83330,23035050754
205059,23035050754
822,1637067048
87867,112985232
284818,15036106070
10547,5012213517
156189,710173296
129432,710433231
36946,112987195
54998,2254266228
164165,210408953
233078,5031758102
40781,1005696661
74,3027056657
192291,5027567183
199561,25026719627
309116,12043354909
123185,16027046988
211534,22006140249
157969,2255015927
299800,3042904193
590,1827472523
926,20027547797
105,102915234
294348,26037066110
14996,23033527479
23010,28009470734
153971,222683040
74,26021689722
2136,15027565120
1933,5011379992
5314,1400623372
184383,17027053045
227072,4028673776
93257,113039538
24310,19012996132
154766,2255543812
146330,11038766845
194232,512989502
212662,2223506165
130500,1801853559
266179,20031826841
17804,50237637
147151,1734366553
129731,1201564420
2223,22027052212
427,4020028844
8207,1901492931
230802,17031290352
276830,11040367848
171131,2254529950
89190,113006877
123540,685270406
6752,691379126
113997,10027543844
172933,1840061363
2083,1300301121
32248,1600301001
189932,1178191947
205125,15033927455
18866,1400191363
12761,2304295
4143,8009543886
2425,3027570360
24764,710141536
139443,22033162390
95568,112977535
172,2808892
25609,77986806
220877,28011559418
36367,112965915
101786,112965915
28873,63099535
232918,4010693977
195560,2190950730
114351,113025338
3522,8025935703
293387,16035352349
260410,10041164318
164166,210228111
167887,210274411
938,588541501
39856,1600177353
293141,9037717311
261307,1594275041
281198,3039062266
234931,2219068870
22245,691179071
9829,69835208
21523,69835208
220775,5021691177
40920,1304648613
1986,710096333
233266,13036311593
239942,25041437545
204007,28036284276
147949,18026726718
203029,18007618904
96848,5024809020
248562,5024809020
37198,710109945
19370,3037169893
287742,8036464285
289222,7035843811
142527,2255425439
160464,20038402851
163745,9038440537
129431,2255404378
198452,9031081707
165722,1877013181
28720,20016622738
286096,11034756885
154428,28031751969
255708,28031751969
21384,1539135534
73070,1003028309
4985,1904677824
1294,1885694564
154633,1885694564
174430,588182572
6472,113000046
103343,113000046
164147,23017357299
168928,210339833
1501,1800113440
16499,1734389321
237087,16032162049
10934,10028501413
5432,10028501413
10681,10028501413
66198,1400052916
145842,18009470009
257178,27027317148
71906,1512435782
21550,1901911731
137842,1907759183
4378,19035041437
176361,1142105069
32146,1500081274
187679,1344141293
242684,13033763570
168435,1742472749
7688,1003558880
231696,20031092505
66855,1323241014
244330,21023138496
1511,28020277692
158275,1934400167
16992,9026534391
82428,1203963151
146245,8012040087
16991,1200132323
198994,2011204128
2223,710173441
125053,12038795258
65244,9027552864
178485,27009496526
764,1600625517
121921,2106538643
238391,2106538643
246900,15037389578
230143,3020101004
19652,2391422
212402,20014423073
246663,7029938745
154173,1990883066
169157,10009500466
41833,97195710
65611,1000112040
10081,1700079434
244536,16023601339
164917,691284309
214261,8010400383
146735,8015016868
37680,1800389650
198961,18026727279
187680,21024533525
5718,1900568759
24783,1100045320
138649,1838018421
28,1694898
859,1694898
244049,9028470969
5314,1000051549
61692,1300162461
1111,1000608759
256382,7031754133
175636,4039720552
2281,1001880660
175652,1455375454
271017,15036377581
8095,1400380645
5086,12009497067
176742,217028086
915,11023713764
182218,1661570421
146329,219213127
99808,1322945576
172225,21026727540
184293,153341622
2795,710190331
139766,7027058264
100901,7027058264
201311,7011384368
296557,7040266265
94734,141013687
140604,1428551172
201248,911817823
30323,691185636
14379,1101489594
284666,9034619637
478,111386189
160851,1438126949
318022,5041834706
175223,691262201
279415,12036770918
8041,15009495040
2511,26011388637
182371,219183496
242277,2293900431
199042,3026731948
243696,18018690444
9217,1801837762
181501,1153048306
192457,1091154586
568,1900090426
30933,710140632
770,1600090906
223033,24007859435
253344,8035117504
1826,691334377
206985,2132312567
240196,24030640980
137649,2255395679
143693,2205444336
2529,27022206491
766,1007959281
238912,23012579736
160784,1148562370
32684,1000552703
2878,1801465157
158340,691411370
98,2254344153
223762,15012563120
27306,1917351
180974,2254595795
102435,1219806758
134388,691355470
204003,5030028390
300936,18041947251
99079,15022933484
27389,17029210006
2679,1210879007
169044,210341446
281094,27041565177
298352,9040757981
181852,219226182
2471,2255632160
23348,2255632160
227171,22011328584
39953,102841572
189313,222637140
148261,710183110
140524,2106133651
805,691194481
133038,160177260
291457,27039184803
184491,24021683042
214899,5028682933
170277,211812310
109215,1208753559
904,1456805525
1836,5011378485
66356,92467525
22357,1604845920
127398,6017179167
234190,15035696900
256730,3033615056
294348,17039201451
1406,15026727274
41155,710165641
167505,710175564
3320,1500554306
98242,691394983
112373,1037637295
194655,4021689062
155122,14005607749
91080,1904084012
256792,11027537452
146104,1720061363
285905,2306229516
146312,1982397534
2593,11027559007
160958,1037112839
153938,12026216017
260605,12026216017
269259,3034712307
209339,1477677563
27959,1300603325
160541,710099890
241322,20024811182
276894,4032741201
10093,15009469356
325865,3042957527
258472,26024087641
142262,1337426483
5576,1200293873
164313,15038433450
64220,25028669741
163967,1841967073
165986,3011165062
179719,5027054159
165458,1237013113
147116,2255472675
46213,14027539783
206206,878546549
198525,1786069333
51811,11011373393
8944,1100839674
140457,1208016064
137988,10017773416
256999,2310805860
218495,4011362828
223777,9017979270
7866,710105238
168929,210282545
3394,1900016332
62230,6011615007
167791,22030070629
327,13023062424
28100,1037080294
302388,22038986707
2394,659614643
5432,1037213819
14996,20027055141
158917,1345050788
226634,23008265545
172,1101957073
416,1100924867
157413,1879589055
12453,1700294148
152760,222754068
237229,3017503758
158168,1332731821
28444,1200232286
218103,702442795
205359,16003296341
18289,119806843
154509,2279785754
158815,17012591077
144419,2254917219
2375,21028679504
268166,25019936702
91872,102968601
205359,2084616663
267545,21035998344
194061,11026768660
155428,2254339343
166327,210295357
219265,16042122533
214,22041429864
1324,22041429864
3343,1804762136
231484,2305262420
172380,1138859047
230244,5034196972
1269,19011034996
13308,11042120631
215,1404989873
9674,12042142983
33643,1204189094
293531,5044655722
438,1805147172
27766,19041423046
184842,19041423046
40393,1704224713
280480,12039217674
266524,12038097300
220836,6009543445
285773,11035053317
41916,5042178674
180595,1242205303
157907,1717719111
73070,1307275746
30367,1507974776
41302,24042154266
148949,18041422497
5737,1123419241
1219,3042165733
34373,1608078858
103922,1004758215
1897,2254480838
153623,19042145682
23890,1604742064
131260,1532294332
1465,1604196496
442,2254385157
2223,1507795682
260605,4011372318
193738,2011498596
41833,82171881
13884,1104992859
1406,15005832235
353,25010376961
289056,13045650264
37387,1305446980
89962,2254445863
92644,7041416762
3208,1204753145
269511,22040564123
193083,6012816319
21641,1005535034
102680,21041412017
80979,1612780463
193823,1159838014
10206,1604712167
104813,21041416507
83195,9041407207
158899,4041420637
288775,28042160247
1917,1605277905
25071,1007786555
903,10041415163
320,1504749771
37198,1204308676
11,1604757626
173090,14041419067
299252,10042961482
237715,19042166059
4122,27017177330
223777,7004597038
41835,93057591
16992,1507761018
192934,516023139
273976,3030181957
23094,189945543
10547,16026932991
123260,1645947682
533,1379003261
278297,16033665196
134,691434751
245444,4026438642
99975,1449717307
124708,691297425
155138,1953239649
62227,710145291
11200,1203904474
265260,12032149467
166384,1639098201
295782,8037230722
1298,2254415112
3170,84564227
63543,84564227
41186,2254347586
326145,18034819476
2557,2254472247
199383,18024895266
11634,20009498177
131891,691375756
102104,1500452811
246150,27032620022
231302,12027526043
284775,24034669017
137909,3028932142
146473,6011375776
182028,1666995686
258104,22033783803
7824,1200103209
11200,25024804462
152626,1019550134
6901,1932481710
315937,7044616720
244794,8022586058
72766,92855614
25234,691170453
202103,2124467696
128462,8012083047
225694,4018782042
279196,2305105898
70704,1100190182
267370,13037362414
21749,1400591976
207830,28028679220
253618,28028679220
262540,9035702068
54,2256067171
245473,4025000650
256861,16027539073
131287,1934368572
247113,3027583271
180302,26038400020
163175,1841186664
154428,2296022308
255708,2296022308
7688,1600111079
280143,6034822286
146574,222743213
153130,222743213
72482,1007700676
158243,1630318628
1339,1436767472
43890,1800098566
299049,20038977384
723,1000043379
242639,21026563621
178866,4008221074
181690,691314873
297471,14038998782
310049,16039016220
135378,2254448536
132717,710158880
300878,26039200857
146574,222696156
130715,222696156
216092,27008440868
192860,2173293961
160964,4038630145
247106,17022914354
2952,2254307326
212450,8017102044
2381,1722725298
220,1900303827
274960,9033721781
218933,583673397
244521,2302136880
16216,1200403779
141725,1437456870
163937,2083576145
153601,27009472063
70149,4039024515
290448,4035320605
34127,710152295
133654,1901928846
185104,24028305677
209951,18027352099
314040,28045285270
32441,2254446980
172235,1553108576
122690,1501581297
218603,12032148814
294874,2307145518
61474,78506740
142020,710162518
73240,1600514350
21276,1801860712
148205,1238355543
228501,24007178670
232666,27026056939
126163,1439187787
17136,691426621
131014,1994791327
202755,1474721241
257321,20029135849
11170,22033848341
288794,25036239281
156091,201573062
180571,1751178865
32297,23028682990
7,1800116865
11200,43435481
230244,9034068714
179174,1656000736
1111,1401498547
195205,3028684709
210025,559824997
15738,1900519490
21348,2256003766
142546,222562701
196306,24015154180
66588,1000191934
304285,10040298598
296626,12039228934
12333,710177062
10081,17011374062
104955,1004667666
1417,691406998
275467,16034991041
4077,56272800
3595,1800456347
112381,1500166280
207338,17012559928
29368,691292774
129437,12033144623
2993,710096530
822,710096530
1333,22012064740
140606,1128530002
302723,15039000627
174095,2254415888
31145,2255355460
40531,4004645651
200934,743902847
269595,15033674701
174990,1266882409
299027,18040738575
2604,2283119379
158915,1343029021
192951,2254438421
301880,26041942849
607,1502107396
193739,2078869081
25669,2255513559
264008,24025502229
146559,1722446665
294306,17036788801
249746,7035941249
143782,691115508
6113,1600380100
15512,691367768
62222,691305246
20660,710173353
108745,1600177353
148040,666003859
276800,17025233525
161383,1843214626
163602,22038382580
197520,2184402022
202100,11008517382
315981,26041822145
167444,210341996
286291,12038869771
144777,691385146
271320,12036346131
84876,12036346131
88408,1300481158
144384,1240534399
2453,8016636051
183521,710042413
214176,18019946754
257582,12036246066
184108,547929105
71721,102877941
160968,2309444426
62226,1704116687
131260,12028660710
226839,4007199797
251247,5036133461
268605,1100042937
38577,691366692
204,20027455809
194298,561565133
182,1700097164
233208,24035301444
188793,25011374166
2223,23040764080
146221,1546476449
169416,201629217
54625,2255473334
165838,2255473334
110327,2255452261
69789,1300369064
20906,1901556411
194626,17027052791
173,710142204
37904,710142204
245510,11025557866
154003,25036389347
187046,219197175
79127,2255542501
1262,1700219620
146408,1252832890
7062,691281357
156976,1734369194
191989,12010190224
168857,23038866421
1829,710123191
306430,25040605861
40381,1100475878
10167,1700385473
230191,19032139724
266524,3034714906
137811,1929770660
1197,1900827755
3737,2298589577
526,1700135783
303648,2311185825
235817,20032665374
133063,1900560617
301324,11034055168
4888,1704731557
233398,12025395756
217949,24010968805
151847,7029125900
188834,2268402121
204184,2255499265
2394,1500370727
299252,24041124356
175213,211988181
1219,25027534993
97803,1000212543
1146,1200991063
42898,21009500355
12333,5013328790
262722,20040857331
193485,1876394113
180040,630707797
216725,630707797
316695,17044678323
238656,23021950451
2821,1700618397
31497,1300513766
380,1602639463
263918,12034172506
228603,2236447991
285235,27039321800
38577,1451092988
101988,1810304819
207830,14021692352
149794,529770703
20545,10037432900
21241,1800125028
38188,1800125028
135654,1742231841
169274,1257666718
11229,1900192127
107029,6011375388
71676,1400162763
124960,25009465655
271751,17033797205
169018,210431528
194523,2134799944
294857,6040464887
369,1800558528
177659,23017762303
169147,1354199513
514,1430133756
181530,2254446361
246684,7040375548
175199,1442006684
241386,17022006957
144864,1313286851
2651,7026458016
257056,25034932270
204420,1879589591
302193,26037986004
125548,1723777164
288173,20033580397
97786,691204435
270125,13032633453
229265,27022051497
157354,1530327216
154767,212733400
144525,12012031080
180943,20017757469
133437,710114820
41612,1100298918
764,710324196
155703,13011371759
129430,236669949
2394,1804522449
201248,28027051064
284083,16037065336
4040,710100831
149323,1737383507
199766,219219121
88996,691487421
38796,70954689
212318,2143201998
194301,2078965568
13767,1600217762
28270,1600217762
21705,57725816
195856,1080479001
177903,2254372313
3201,59068384
199990,26011028769
246784,239994119
296912,25040961121
140271,1709871609
236930,25012564186
257501,9024901353
257606,9024901353
268890,16032635357
1518,1200002135
269603,27037721052
179933,1594238537
34819,1807714882
281132,8036860742
287407,15035798770
158326,1333773960
150639,1428514260
1269,13023097149
278,1590928216
180852,1587255413
5457,1000232091
274637,18034566355
283797,25037919134
2929,1400118305
123406,1701023438
1258,1002083681
199527,17023123526
144239,691343910
97207,691461478
2453,6009470688
173442,1341632764
152902,1437786305
266483,12031212057
21677,691434071
113997,22021694413
181304,22021694413
312484,10043068434
15,70925783
39463,70925783
40529,70925783
204583,28028679322
237392,10007009456
230408,24021682802
140261,1908095487
196122,902104288
76416,710120876
142545,222237438
231819,2254529950
142326,26011032372
268684,1400365862
146408,1133877648
1917,710131144
56320,1601904036
53383,691332188
268493,7036283094
119781,1804640426
1275,1100377466
136117,14018964480
195205,4028692616
175754,1642204281
4004,1100079167
6485,1100079167
136117,159905225
122967,1400551978
302344,14039007545
27225,6027051896
191612,21018700861
237182,10032165954
22889,1500115847
6785,2255336091
154510,1130629977
316554,3043085033
304679,15039877239
310883,19039085545
113924,1200098217
3284,2254504540
270138,7033754246
195137,1151316807
155820,28043336538
140865,1010202753
21566,1540594840
280714,28039320655
253574,3033971343
222145,3012581903
4659,2254452263
21464,1701529242
230253,15027096490
22605,1119807462
233976,15011515375
219788,2186008252
163967,14045154288
258335,1637720924
257787,14034955661
90419,550052580
208775,2006545615
131982,1225245341
2452,1004073403
280191,14032440838
2448,24015589693
112064,112958024
258,11022703182
5,1000101830
10721,1308061033
187645,530091542
177354,201603420
1111,1400608528
194230,2254536275
27760,19027055142
3307,1927750866
109125,1927750866
206236,1927750866
266507,21035086190
286114,13044232314
143948,710141517
1301,2254349164
124742,2254349164
250843,7034627250
34635,2254469822
220588,16032624855
1219,1742217365
144728,710162622
177802,1160444998
156175,710085337
193668,2079640458
917,2254892054
1126,1641485525
3510,1124604663
86177,1841013060
241987,16028458021
223555,16010850847
305518,11040552584
52514,1600221727
14996,5015943424
64610,691452860
168800,2255304872
27884,140586634
132018,1040974800
288168,26036108790
171623,1439687944
9852,12009537615
173346,7026733833
177702,1446631375
555,691117843
20100,710165074
276025,2306864045
154769,2254343746
216849,18021691889
232090,8015389804
214879,789750068
22545,1500229485
133167,1607836075
134946,1607836075
16144,691331023
167513,1041916727
6283,1413132536
225275,2181771816
247367,3032145775
171,1600106616
1561,1400009037
215463,3026992539
261901,3026992539
72204,1930634715
226518,26019629317
10715,1200042280
811,672213886
185589,1780711654
176406,1443454708
229218,16031087011
1824,2255473123
5588,1804115368
46255,1001762528
152767,1442115091
212572,594819177
16373,1301312022
331050,15044144133
463,2221203131
2425,10037606899
203405,12030655379
13314,1803485725
224710,10015273345
226519,28034237805
26884,1600380888
138745,1303895951
236667,27018188814
138105,1419537918
642,691118768
262754,10028237202
206480,26040767861
69234,1960320448
172505,1142148426
19245,1000398198
31420,1000351300
200454,21004731023
304728,12041986259
92932,1523169690
237391,19010983189
151979,11014685385
79312,1500666183
116613,1500666183
193737,13011030864
203420,756558683
514,1000102875
269968,21034238721
253398,8035849863
198671,2255360914
105134,2255322520
284,1704653986
203417,753856380
221107,20021691783
266771,21035917276
72321,1180935859
2397,1000418554
42448,710120946
159500,710120946
38025,71789046
16395,2255878545
139898,1337735691
245431,7019190099
42776,113032970
34152,1600331938
219787,2203641649
218310,15006227987
619,14016431578
218127,4011377606
681,1600169987
127023,17027052850
10668,1701680154
273473,24040835402
891,691226314
247493,20010201074
175156,2254311448
182692,2254311448
27848,72668273
249578,27023070834
177147,1742299817
2980,664080479
1111,1300725855
235017,28011360171
175640,2021626453
149922,710162518
215840,28016579101
823,59076231
134453,691355383
304783,8044826969
255675,16037630764
282418,5034717160
98778,2254482074
167885,210284036
198087,28007416295
174570,26009497763
4396,211949136
192074,211949136
159683,28038802852
128621,12028316823
183394,12028316823
275785,9034791307
185123,1654249212
8924,1500420946
238638,7015389206
171499,1538696644
63787,84503690
168278,691309545
160756,524225366
139591,1209152885
90305,1200405980
162580,930004333
18723,72665206
235542,25011942125
152242,23028473082
37380,28036438481
258667,28023745421
213269,825476412
161533,2166423414
223376,7032790482
1891,1003237344
202026,8031380476
568,1202763184
151022,1137863577
205322,26026728786
303708,4039757269
34745,1701926402
140519,1527547081
193529,1276628593
261424,28035708156
10081,1600009060
267652,19035366074
527,1137514170
37111,69821141
174973,710104978
319292,10040228812
283211,19035323742
8204,2255308794
54043,1967200348
234190,9032157461
308592,20041442104
295594,22041061459
163027,1342774419
232452,26010385773
168679,208651630
173959,9038714750
258289,26030495857
4904,1451017694
28259,215345320
287361,19037504114
110279,2256040080
167791,26027052973
170216,7033165838
136986,3012084840
162009,2254434197
130080,691198938
148729,13036402697
299597,16039482414
399,691419678
300753,22039040890
230498,15018112473
132020,234426407
255692,5027370699
205127,8025520098
40765,1801858618
139666,1326281210
10674,1500205514
127518,17030605342
5432,1338805512
137479,1007709333
26195,702471795
15047,11009499306
174922,9039431953
313919,13041546418
113942,1004667975
19578,1142402391
297978,28040496242
68803,1100175079
11415,46464211
76684,1100586228
283934,3038001719
115,2085691360
2037,1500613004
67600,1133258230
162886,2160718408
82429,1200477532
215482,710942792
34496,1600205879
30746,2254780504
106645,2254780504
31016,19027568354
157723,19027568354
229839,10018161724
251252,1801523710
151347,1769166440
289559,19035786244
225885,8032765312
135222,1803920120
196213,1284107433
66690,1900326337
169141,6011055320
187047,1365685844
16805,1300108784
146652,2254427834
190073,1154174706
84406,691427854
158222,21038734973
29603,1800676056
154878,1539251424
206376,11007062077
181562,6023622235
196941,1667867824
181567,12019341056
181099,1070556236
175755,594883292
155822,1537703363
41762,1400138571
178900,17032710777
6283,22017168297
86156,1800081797
