objectid,upc
174430,019962194719
4864,787551752717
4864,772223991754
4864,876284001121
32688,787551752717
32688,772223991754
32688,876284001121
28720,718122262502
28720,793631227655
30549,688623101221
36218,688623101429
40834,688623102020
40834,792463912340
25568,772223842797
31536,607052440671
34084,688623101122
34585,688623903221
37904,792165798440
38386,688623101627
42444,681706040530
152053,748252417534
152053,885376112737
154182,681706714608
154182,793631387946
154182,534274776663
154182,754295755434
9609,607052434632
115746,607052434632
134520,680569673893
150997,094922476685
252212,807330819087
45132,298770500312
45132,029877050031
6707,831112000073
18296,681706070087
18296,046363020217
143175,614019975671
153991,602003999420
200726,019962281006
372,772223988419
172737,638936821811
231280,616909967445
1115,743181378956
1115,772223768998
1115,778988643686
1115,793631585700
1115,047754138900
1115,787799967324
1115,047754413892
187679,787799977033
190915,867742000220
195237,019962082832
195237,653341152640
196834,093514074117
196834,783318522470
196834,781493862503
159109,751195350677
159109,817009019083
159109,793631512096
159109,086219609012
159109,772223032396
171879,783318558165
217780,783318558165
172931,783318511863
172931,743181425117
172931,793631000760
172931,759751004187
172931,794819686943
223855,859930005735
232918,841333104252
244536,728028466027
264052,810011720213
270971,826956501404
186721,610585961582
186721,610585961636
219788,616909967452
1525,702021037057
176803,602573123782
150783,748252254368
150783,794764014433
249259,729220070357
146021,885143201725
146021,751195343570
146021,781616617669
146021,689466695281
124172,845866001194
124172,899998174219
124172,885195453608
124172,885830835141
124172,798525943567
124172,885155817938
124172,885181588987
124172,885759708427
124172,754295729916
124172,153482088919
124172,796520340947
124172,781624370303
124172,793631638468
124172,013031023931
300877,706949635722
159675,681706714905
1489,823464002058
58936,681706070421
172220,044986990542
172220,634482718186
102,744424494532
102,655132001250
8273,655132002370
9021,859961000204
9021,859961002048
16320,655132003308
27532,714043070059
38735,681706070483
114667,772223585618
114667,797162514659
114667,857120003028
123045,455572391078
123045,045557239107
123045,795418013475
123045,798525964791
123045,783495130499
123045,754295695488
123045,791159699176
123045,787799839089
146158,631080134004
216640,634482728147
220558,817054011773
223674,603813959499
1604,021130281213
1604,791943167560
2083,021853020120
2272,032244040580
2956,769822068291
2956,772223794652
2956,701001546558
2956,793631826438
2956,018886010426
2956,701199916461
3522,696748083902
3522,698887063111
3522,766631000771
3522,018183067796
3522,766631000023
4035,794764015249
4035,798785743464
4035,658109624780
4035,180000977622
4035,785924218686
4035,094764015202
4035,899998071822
4035,698887095891
4035,772223319367
4035,785924685594
4035,783318504407
4035,781493110109
4035,787799248911
4035,793631679546
4035,794764015201
4035,795418819718
4035,799783257731
4077,021853050004
4077,661799803243
4143,885291200229
4143,032244048005
4143,714043011915
5314,032244046230
6283,734548757231
6283,751195340395
6283,787799717080
6283,787799787311
6283,090353500005
6283,787799780152
6283,792736025067
6283,793631250042
6283,791209981008
6283,023151012005
6283,090353600002
6283,599038402448
8689,714043011199
10715,895193000018
24959,734548621082
24959,047754781700
65611,837654320396
120523,852990002140
120523,797162452401
120523,787799988978
120523,793631190393
233266,083832339418
15,090052920661
15,607052441678
39463,090052920661
39463,607052441678
40529,090052920661
40529,607052441678
116,076930064009
116,742818064002
116,653569301981
116,797958801956
7805,655132002455
7805,793631094967
29934,655132003391
63268,718930272038
63268,304061106092
63268,803979004105
63268,710670113046
63268,605749111668
63268,078433201493
63268,754034319620
63268,689466482430
71836,772223322701
71836,681706040639
127024,792463584400
169794,864562000218
179572,729220058362
181810,792273251271
188547,748252270399
228328,602573781463
238638,850505008014
176361,792273251011
128621,793631702022
128621,748252980618
128621,787799940495
128621,782675508707
128621,792165560894
183394,793631702022
183394,748252980618
183394,787799940495
183394,782675508707
183394,792165560894
172287,783318563442
172287,793631871230
172287,752817891370
172287,616909967360
62227,754295972954
62227,817054010011
62227,787799954423
1917,701017528005
1917,778988900642
1917,093514074704
1917,899978210364
1917,778988900635
153233,095195334245
165023,781624317889
232917,655132005531
290834,810011720466
296152,810011721265
285235,810011720695
59946,607052442194
59946,653569499893
144722,681706712512
144722,785924995709
144722,787799846636
296237,810011720725
84838,853183002435
163048,853183002435
2455,754295732084
2455,787551913279
2455,029877004898
2455,787551921311
2455,787799881583
2455,298770048982
2455,787799867167
2689,029877045013
2689,298770450136
2689,791209405313
127127,815442014436
226840,841333103736
224031,655132005463
214029,741012342640
214029,817054011599
98351,736211371515
98351,794628996813
98351,781624737045
207243,019962801211
299317,792273252377
306735,801390121630
256606,887961870336
197586,841333101336
77423,033170253914
225885,609529100712
231733,750958294968
33155,681706040578
33155,798256799723
33155,798525390293
256877,778988554081
42951,655132005159
42951,734548253535
174226,655132005159
174226,734548253535
199478,653341721303
1260,885969658017
1260,630509278022
1260,053569386986
1260,783318265537
1260,717353370246
1260,630509278039
5406,859961000013
32441,797978361355
32441,787799952030
32441,027084802535
42939,094922228062
140343,610696673190
167763,076798181269
167763,756806186386
167763,815442018618
179182,889696002860
206504,859930005544
171131,791209398646
251420,841333105761
204605,729220070067
156482,748252022691
103182,681706270265
131403,681706470269
166463,681706670263
169464,642078883286
1275,787799769263
1275,793631561209
1275,025766232212
1275,044949094713
1275,783327694670
63868,780742098809
180680,729220058300
681,750022994053
681,743124220441
681,045802520103
681,689466309287
681,010599013008
5867,659390010122
5867,793631937844
9804,782361281396
9804,702021033219
43365,076820866027
56320,705105982373
163175,091037688217
244212,852068008012
42910,689752918933
42910,787551921434
61487,817054010608
231506,719896463171
135382,787551692709
135382,793631050468
135382,772223660421
135382,856232002240
135382,885140963831
159504,602573040331
198994,852613005268
226501,856232002554
234669,841333104085
241451,792273251820
180241,789264302241
180241,787551794281
263736,634482731406
139976,680569977502
139976,783495920595
139976,793631045174
125311,885673349591
125311,803979008103
263996,080742099395
14258,831112000417
66190,782361302862
133038,726670261236
133038,885835318878
6555,823464005288
15987,885110235692
15987,099788109135
15987,885831397228
15987,699788109137
49276,610585959701
276386,817054011995
281655,653341041166
311193,814743015920
72287,698887490474
72287,781624708847
72287,794628961873
72287,799959519151
72287,738345407252
427,689340000019
427,793631829453
4862,073000442699
4862,033170494614
25234,029877032020
25234,787799923818
33261,655132003568
33261,746550741221
33261,754295645919
179385,631080154507
182385,731236248736
258466,841333107888
128271,681706712000
281075,682604701448
161936,751137251055
161936,681706711706
39856,781624738400
39856,885216960900
39856,794628998503
199,655132003384
199,798627432334
145393,610585960813
158915,859094005039
163354,729220058195
163354,096439300385
39206,080162897540
126443,803004832000
85204,787551596816
287589,080192081049
24491,827912070286
37935,718122690442
38364,263010186205
38364,787461896761
45986,783327786078
102061,754295768625
227789,826956500100
156336,044941891105
156336,795871612222
156336,681706490007
156336,794819846262
156336,793631488063
156336,044949994167
156336,703546238530
156336,885214659950
156336,783327700845
156336,793631316038
34707,655132003629
70149,793631704019
70149,681706070926
70149,754295841250
71671,681706070759
98443,609613083761
172547,783318562711
197909,053334872980
228603,631080173508
247236,854382007191
249792,867825000345
157001,783719816635
157001,787799969090
157001,072329339147
157001,713596047938
157001,885207823498
157001,729220058126
181817,072784350466
181817,751195352725
181817,787799913871
181817,841333100537
220792,634482729274
41,827948000134
41,433599166350
41,718122566198
129437,885109288869
129437,885304973270
129437,885130355301
129437,885760277516
129437,885405891305
129437,053334803663
129437,885835467163
129437,885820277760
129437,885108374129
129437,044979890378
129437,885760922812
129437,885104767499
129437,044949498313
129437,044951892727
140519,792736067517
140519,728028205138
158275,634482716588
316554,810058800008
274960,729220070593
126026,780742100441
234671,841333104320
287322,019275044008
1491,736211371218
163027,609456647137
173341,792158345378
173341,630509334957
173341,630509318414
181173,787551429145
181173,681706714714
22938,029877060207
202670,798521875138
202670,824968720028
202670,308206254945
85405,627843094470
162890,804551093784
162890,793631088997
162890,787793446207
162890,885657507375
162890,885949230615
162890,789213207047
162890,885534649471
174090,795418808361
174090,783318442792
174090,044951399028
35524,651174770062
155987,086238618132
155987,783719746321
176334,714838839182
760,828529653442
760,793631617548
760,751195346700
760,885220587568
760,817054010226
760,794819471648
24417,681706070643
183284,681706070643
35477,696747892352
158815,817054011452
67928,793631289356
67928,853183002244
123607,793631289356
123607,853183002244
3353,696748370057
1133,010599029955
272738,810558018187
272738,741012846254
58281,753182231648
58281,885148838957
58281,787551956269
58281,885282549382
58281,787799942932
93260,753182231648
93260,885148838957
93260,787551956269
93260,885282549382
93260,787799942932
472,607052433390
71061,607052433390
253652,741012846223
178900,761645197899
178900,594156310316
178900,763437230357
178900,046139085174
178900,717356247040
178900,714676902970
178900,067028582291
178900,787799673997
178900,785614656118
178900,636875810873
1419,045802521407
2397,218530201440
2397,021853020144
20022,071404370037
20022,714043070035
26235,681706040455
163839,602573231005
96704,787799896402
96704,728028144093
109969,076705877339
118402,797162509723
149853,852675771750
216974,614019975640
66121,885128367729
66121,655132004169
66121,797770092099
66121,782361308970
269725,824968088012
144574,680569675385
178896,780742100281
237171,602573820841
246639,029877035434
246532,814552027084
5086,701091292823
5086,698887871396
5086,076930040478
5086,032244040474
5086,717969212398
5086,787799967812
240,699788109205
551,076930413258
701,086689600007
701,860790010180
33665,092145610305
66855,817054010462
145976,817054011001
165967,608766545362
249590,817054011742
270314,854382007641
283155,653341766113
271869,759751004262
143519,793631791897
143519,794819649658
182028,028672846030
182028,609456647434
255681,741012349229
255681,801390116971
255681,653341720504
218791,645871789298
125099,713757486101
1602,793631895526
1602,658956992131
15511,655132002691
163068,795418301299
163068,645871789267
163068,794819522029
163068,772223934461
147505,609456647069
76417,696747639421
76417,681706070704
34635,681706712604
34635,787799945285
34635,743181382977
34635,607052434373
211534,866795000300
218509,040232630811
224710,889696007285
1612,050758300211
35677,029877035182
224904,752830255937
313919,053334939652
302723,841333108281
257673,655132005586
191989,817054011391
122316,783329530662
122316,793631586684
122316,824968826799
122316,899998763543
122316,754295643755
122316,798525410823
122316,734548583700
122316,797681874968
195137,787799984369
195137,628451192015
181236,841333103293
173251,817054011148
24225,655132004947
24225,772223731619
70324,781624724854
70324,681706070513
70324,754295771298
174584,680569977854
181382,609529000388
200351,714983426510
22605,917054010506
275785,801390119408
275785,700304151995
86048,792491679512
207121,824968790021
272409,728028482775
279537,810011720794
181293,653341721303
37302,689076213257
39345,783327743156
39345,092145612569
46255,681706040585
46255,754295729053
46255,875582000379
163831,633682058337
202100,852613005343
19419,655132002783
180771,827714009293
175156,053334838672
175156,787551921342
182692,053334838672
182692,787551921342
85037,754295602059
166107,705554089869
63888,859358006000
214484,850000047006
155463,787799805497
155463,815442017963
173294,634482720295
173294,787551327458
221,032244047206
181158,787799494875
181158,736126286416
130176,885869303956
130176,756806103260
130176,760175511595
130176,698997900153
130176,885393886291
130176,885322007582
141517,616909967575
141517,793631405459
141517,787799898451
178054,616909967575
178054,793631405459
178054,787799898451
150999,729220053817
235488,729220070241
245961,609456647885
111172,746550942291
131188,793631325375
131188,783329257569
131188,824968817742
131188,885212880059
131188,024968817746
131188,885419481875
21920,029877047185
21920,784029206437
126025,092145619988
904,688623200610
33160,681706070339
22606,817054010615
54998,096591695084
77130,781589949354
169426,680474010523
270633,810017900008
221194,854382007047
2453,885839740026
2453,698887731126
2453,885345868870
2453,783149031042
2453,738345720054
2453,787551641073
2453,794628102931
2453,885495785836
2453,086002029959
2453,098630200006
2453,698997794837
2453,086002029997
2453,787799815274
2453,885195339414
2453,746775363840
2453,692000165904
2453,799959621922
2453,885457760611
2453,046775363841
2453,674000900198
2453,899998776062
266524,850003498027
298729,850003498065
225610,784089053125
193840,696859265976
193840,793631928248
297978,729220070807
297978,729220080707
297978,729250070822
148949,885283645274
148949,885158748260
