objectid,upc
116821,746775060893
116821,433599184347
116821,785924637432
131956,854581004007
183521,743138441894
183521,630509311712
183521,758576700649
183521,751195345772
183521,790405250284
183521,630509503414
183521,630509309375
224212,854382007030
124,046363093464
327,686141060563
527,655132001342
13823,681706412405
13823,772223587117
13823,698887590129
22141,824968722619
34084,785924841075
95103,094922228086
121297,609456646611
245961,609456646611
134352,866383000002
137297,787799880852
137297,885404372379
145371,097914199852
151007,726670261410
151007,044978293132
176544,794819157290
184151,841333104146
187377,653341088840
195162,686751348105
228504,729220058850
24827,681706715506
183562,783318507330
183562,841333100001
183562,885411922048
253635,655003984149
154742,670541597699
27173,655132003148
184866,610585961551
144227,655132005012
176083,077365366010
40794,681706070575
55697,681706070575
239464,612520386344
235591,841333104283
3586,772223130740
3586,803004741005
3586,086676000001
154878,701017530282
154878,793631102785
235555,741012846612
181476,748252038197
89952,655132004367
197333,734548562576
140271,729220053510
141735,729220058201
141735,885515154000
158340,729220058157
158340,791836922085
158340,793625033279
158340,785924409336
255594,845866001361
256802,653341723307
173318,729220059055
180920,729220058416
298069,729220070845
294484,857476008111
162886,798304339291
302344,700304153623
13767,852877000443
14342,852877000313
28509,852877000313
14585,085239880098
14585,852877000504
15509,852877000054
15830,876284001251
32682,876284001251
20202,027084259988
20202,744882156614
21566,027084259964
21566,852877000450
21566,876284001152
21677,027084180411
21677,852877000252
21677,789264286909
21677,787799863886
21705,852877000665
21705,027084316711
21705,785924999752
21705,027084346596
21749,852877000351
21749,027084450446
26270,787799114247
26270,787551040777
26270,027084450606
26270,027084316865
26291,027084316759
28270,852877000443
28510,876284001060
28510,852877000658
28511,852877000719
33676,787551118605
33676,027084509458
33676,762047657851
33903,027084647877
38340,876284001534
38340,876284001411
38946,876284001466
40394,027084509465
40395,027084509472
41155,789264301466
41155,793631655977
41155,027084148190
41155,787799857595
41155,852877000702
54743,876284001510
54745,876284001688
61474,076284001941
61474,876284001947
61474,789610439973
194474,602573043530
180040,013964890495
180040,013964890440
216725,013964890495
216725,013964890440
275954,602573043837
275955,602573043899
134388,798304258745
134388,785924204344
134388,793631325405
134388,797162589671
288168,850004236314
3365,814938010693
481,655132001625
9606,086692700008
9606,892884000005
54433,837654320358
102104,885962508029
102104,885316172975
102104,885355687072
102104,885441562900
102104,885370928471
102104,781936112196
136356,894769000179
191982,681706716503
126100,772223990535
126100,642078883293
119781,728028195743
119781,781624480545
27028,805267600013
119788,696749418949
46957,694341020003
33196,681706040479
245206,782752810754
192120,889696005021
2346,655132001830
1672,050758300259
191612,817054011544
811,783318511887
811,021853004007
811,798627204191
253499,610585962336
143981,696859017223
143981,885158747478
136249,859573004027
136249,063796830718
88016,639767588171
194084,817054011193
161578,859573004140
204241,799924202750
16805,619770006022
262135,013964757866
175636,724500713085
161965,029877035069
20437,793631234394
20437,081261400273
20437,029877041206
22827,699788109335
91312,029877033058
163602,751195356655
163602,885115028435
163602,885759969231
163602,756806096920
163602,885166819556
163602,885837095753
171668,889696000491
192153,681706711409
192153,791068466029
196202,889696004840
188834,711746875073
188834,699945191883
188834,608016073355
125618,885359657224
125618,885970973710
125618,070623332512
269144,841333109813
66098,798525938754
66098,793631817733
66098,885152110308
66098,655132004183
66098,734548238327
171915,655132005104
171915,607052442064
177903,781624737199
177903,787551927160
177903,787799893425
177903,655132005180
192951,655132005302
192951,797162653006
192951,799825342340
192951,793631560080
209358,793631833092
209358,797162057118
209358,655132005333
209358,067837726985
215435,853183002527
232452,655132005500
68188,610585959527
151275,748252821850
1302,802301341062
1302,018183000328
1302,534262137254
1302,885828509764
1302,793631819607
1302,748223532709
1302,033170430124
275188,091037638564
2452,653569188407
2452,032244047930
2452,032244357930
2452,936736673433
2452,651343916185
9215,772223970407
9625,718122562992
13780,655132003568
13780,655132002561
13780,781624354976
13780,793625009458
13780,010599009001
197408,635040937032
131835,781493233136
131835,751195326283
131835,056934004003
131835,885282479450
131835,793631505951
131835,856934004009
131835,599038174031
131835,787718893574
131835,607052441111
131835,885895726705
19100,754295938189
19100,655132002776
142379,609456648189
197405,823464002393
163413,029877035076
290131,091037638571
146757,634654722805
146757,885177465520
146757,885180462073
146757,751195345147
146757,885132978560
1219,885851211382
1219,885401177649
1219,885358401910
1219,885465102793
1219,490871010718
1219,885608855203
1219,810973012050
1219,885967644470
1219,899998773771
1219,698887803366
1219,787799877111
1219,734548724523
1219,785924172582
1219,885193076434
1219,696733714125
1219,794628114347
1219,885927840935
1219,789264275224
1219,791385634972
1219,885457831014
34585,787718919175
34585,787551918069
34585,744424924121
209872,787718919175
209872,787551918069
209872,744424924121
12453,021853036084
325,781624739117
325,734548427226
325,885211878606
325,787551910438
325,787799865736
325,885122437749
325,796520348950
325,604945338015
325,090799664798
325,029877030736
239877,064465140060
136117,815442015426
34691,783318400297
34691,029877030682
34691,915989001903
34691,793631020614
34691,029877030804
38749,029877032518
38821,298777300182
38821,029877730018
67239,599038319722
67239,029877032037
67239,791159732545
67239,798525963954
67239,885118284326
67239,782361383847
91534,029877031429
93401,298770313202
93401,029877031351
93401,029877031320
110794,789264014106
110794,029877031160
110794,787793586545
110794,785924310533
110794,698887252119
127437,433599271207
127437,798525887212
127437,029877031337
143948,433599349692
143948,029877030040
143948,783149537803
184346,759751001117
594,827948000035
2136,071404361066
2136,842988101092
2136,778891030870
2136,077349065304
2136,956260651134
2136,783318522425
2136,798627538708
2136,714043061064
2136,963041539925
2136,971477943735
2136,794965253563
2136,885248730823
144566,610585960738
112092,850162004008
136585,653569831686
136585,653569817277
187273,817200020000
178302,817054011445
41261,718122565894
41261,772223215676
151979,817054011438
242024,827714014174
191790,610585961605
244330,803979071008
147736,076862804766
19244,885308700032
19244,824968790021
19244,824968818718
19244,783329530853
41571,824968818701
59127,824968118733
68752,783719836534
68752,824968118740
68752,885218147576
109090,885285582775
109090,824968418918
125755,824968418727
125755,798527731568
125755,692000186169
125755,754295824000
125755,787799903995
209827,824968730027
23695,086002028891
23695,885228603840
23695,084973244753
23695,885223644503
155122,602573197592
155708,767485323979
155708,784311963970
155708,787799467893
155708,728028347579
155708,793631425389
222514,036027440413
24002,658107692439
24002,184589000207
285774,841333109967
175914,793631188505
175914,782495360400
175914,019962431135
15512,718122624546
15512,798521695996
79131,634482701928
79131,634482703205
133528,433599325504
133528,772223773084
133528,670541597583
2165,793936849255
3076,736126495771
3076,754295818894
3076,655132001953
3076,793631950850
3076,086650600005
3076,835769016692
3076,787799894019
3076,885143524527
11703,619770001089
36553,885206694563
36553,631080089700
36553,885598900686
43570,885589447411
43570,787799329900
43570,655132004572
43570,885585816723
43570,885346663597
43570,698887592963
43570,793631741137
43570,066743719388
140603,609456646734
159508,696745491700
159508,696749218235
201313,799825088941
201313,841333101350
94,655132001236
131287,696859265600
131287,885206990481
197443,088234837784
139147,793625037529
227748,616909967063
28259,794628992570
28259,894769000070
28259,885433526095
90190,754295526904
90190,681706070735
99078,705105080666
40398,653569367338
40398,784029204020
40398,784311877918
40398,698887442947
40398,790405086333
40398,630509278060
40398,653569619499
40398,627813165834
40398,634871117972
40398,667562102063
40398,698887442930
40398,630509278077
40398,783149365710
40398,630509278350
40398,787799133569
40398,653569497240
40398,787799081396
93537,029877041220
93537,298770412202
6993,885191147518
6993,014126007119
6993,792736314901
6993,885656033608
6993,885914850503
6993,885366042396
6993,885467775698
6993,885863164539
6993,885459467907
6993,090352200005
6993,885403525998
6993,885368747121
6993,793631294725
6993,885876765235
6993,787799931677
6993,885866889019
6993,885227366241
6993,885405201982
148282,700867327813
148282,793631281985
27,067786001003
854,655132001724
19348,880200006800
20436,780305869082
38778,681706070322
88513,091037222688
144632,700621091554
200834,653341720009
258389,752830862579
154904,787793933356
154904,728028343137
204420,798304339222
131111,853183002558
215437,853183002558
299252,810031360918
204,614019975657
12761,754295864389
38862,787799957332
146910,864562000256
172381,696859265877
195544,793631634293
246663,029877035403
3154,029877033010
3154,298770330100
3699,787793031748
3699,772223993178
3699,803004401008
3699,899998823940
105624,852990002027
154778,080162887138
163107,784311923844
164338,696859265792
171011,689070015383
177659,091037681188
195742,827714010824
221198,845866001187
229006,841333104269
249411,745809868924
269207,892884000333
128445,610585960301
200454,013964757293
139030,885887106096
139030,791209048268
139030,885870053666
139030,885218486590
139030,885298354246
139030,885252134259
139030,044942496743
139030,885440945896
199,519983511309
35052,698887879200
35052,653569284758
55829,698887879200
55829,653569284758
72991,787551745764
72991,798525913270
75165,754295760711
75165,681706070681
75165,772223856695
83195,783327615514
83195,751195348452
83195,096949805899
83195,798525899451
83195,743181220958
83195,793631317707
83195,781624711113
101785,754295904443
129051,681706712109
142992,815442016140
142992,080961256272
166226,787551789034
167513,736126590032
172385,696859265839
172385,793631484959
175223,741921352273
175223,729220058188
194690,853211004462
228855,752830570269
228855,752830842083
233571,841333104436
171726,700615557080
256999,700615557080
230,787718949134
354,783318334936
354,793631379125
9203,086673500009
153566,793631251285
153566,751195356235
153566,019275077051
42881,610585959541
62343,718122625840
16395,027084813876
16395,270848138764
16395,899998575146
16395,795864968374
16395,899998575153
21441,885181009307
21441,785924917497
57390,627843094463
61692,783329594251
61692,787799984932
61692,798521536244
61692,044948691784
61692,607052440732
61692,653569478225
61692,772223335336
61692,793631433094
61692,653569760672
85256,783329273842
117985,743181832175
117985,787551937978
117985,798521311834
117985,783327914525
134253,852665454885
134253,756907047395
159503,729220058973
160610,706795688477
205597,655132005371
228660,630509643295
272453,841333109042
272739,720260655771
256960,860000996006
262722,850008736025
252153,602573705063
298065,729220070920
246761,759751001155
12333,817054010271
12333,817054010691
12333,667562010238
12333,793631312542
12333,767485406269
12333,777904570099
12333,823010000002
168250,728028399134
34499,793625048402
34499,063808432305
34499,655132003636
34499,792736548870
34499,885520025197
34499,793631499090
96323,696859265754
177156,696859265754
255664,846626025122
7164,829709010130
7164,781624429100
177476,841333100032
179174,841333100049
180571,841333100056
182377,841333100063
32016,681706040394
76447,696748595214
98347,793573090492
267319,040232317880
259081,854382007092
259081,854382007337
2842,086654800005
2842,648152305965
2842,655132002011
145189,787793880117
145189,885680453496
145189,885939233862
145189,787793316418
145189,885671266616
2296,071404310651
133637,778988021378
133637,899998116868
133637,783327879435
133637,778988023570
241322,634482732854
1891,742818170000
17448,807652055002
123408,640052998421
138104,875582012655
163099,827714009231
17054,045802826502
1556,813474003015
6420,667792000047
6420,667792233483
6420,653569387657
126163,599038373755
126163,799959671835
126163,793631018314
126163,885211508725
126163,655132004909
126163,783329274085
126163,067845926803
191189,792273251301
22019,823973035004
64610,885905040494
64610,885365710456
64610,783329405687
64610,885116823565
64610,653569479031
64610,885275970513
64610,885217805675
64610,885905010589
64610,885449850115
37429,078742020600
34390,778988163672
104955,655132004862
216658,729220055118
2932,658956993091
61739,978158994710
208895,689070017295
122867,610563384525
246431,801390117565
19526,298770303166
19526,029877030316
185257,859358006062
137872,608729797661
242,729220058294
173093,609456648769
329435,860002971308
943,885745549638
943,803004322006
18243,681706070032
251247,706949635692
235555,765643273319
272637,672975032067
97803,815442011909
97803,754295697451
114912,651174750040
134711,817009015375
134711,791209439011
134711,782675555749
134711,772223492688
151151,728028336245
160744,748252034694
182189,793631432301
182189,772223457052
182189,783419783824
13883,783324773590
30869,783324773590
156737,827714006667
158548,609456647625
259298,040232297007
4770,729220880369
111387,634482704431
132460,634482704431
122690,455572372268
122690,882011986265
122690,611101209935
122690,045557237226
147612,634482712702
264157,801390117299
201310,841333101374
182874,029877035113
182874,793631860920
109276,696859265648
109276,698887860277
147116,607052445676
147116,060757027507
231327,889696008640
231327,741012341391
231327,741012347713
509,655132001601
190333,690684999297
222643,076625458205
119804,298770449932
119804,029877044993
207230,780742102964
218503,634482728109
157354,787799948705
157354,824968784914
157354,784311742100
157354,607052442453
157354,746550214763
157354,793631152193
1590,612345675890
6531,787551617542
6531,895713002447
12633,655132002486
12963,787551442984
12963,859310000015
24795,792491647504
24795,681706070391
235,045708008873
619,653341723901
36690,823973034106
37680,787799912607
37680,655132004237
40440,899301002000
37198,053569326951
37198,653569326953
37198,000343478313
118567,767485490633
128219,081213163607
296151,810011721272
300580,644216628322
21632,655132002974
93,681706715605
171908,681706715605
181,787799911051
181,787551937626
181,653569566069
181,698887845847
181,169000096229
478,781589940306
478,086697700003
478,885931168308
478,885427577195
6472,699788109038
17133,781624743534
17133,718122622641
20551,088849874815
20551,792736414588
4098,029877045518
4098,029877045075
4098,798525964470
27833,029877045518
27833,029877045075
27833,798525964470
41114,064154779168
41114,789264249232
41114,698887607971
41114,772223979943
41114,736126976027
41114,885376431548
41114,722301926178
41114,785924732809
102652,789264286428
102652,772223994687
102652,885274553946
102652,885304234500
102652,885192799099
102652,885840600418
102652,885973939829
102652,885217115712
102652,885158395006
102652,794819034041
102652,789213161158
102652,599038247667
102652,885866475076
102652,885882178685
102652,798304204711
102652,885382521363
6472,787799969205
6472,689466627169
6472,885147168864
6472,885108474904
6472,787721866718
6472,885156505636
6472,885750511637
6472,013031011471
103343,787799969205
103343,689466627169
103343,885147168864
103343,885108474904
103343,787721866718
103343,885156505636
103343,885750511637
103343,013031011471
123540,795871311033
123540,885294307437
123540,885697568183
123540,885138173303
123540,784311776136
123540,885238118860
123540,885291293788
123540,789264291446
123540,746550358481
123540,885185269608
123540,885181478691
123540,885214485573
123540,885822517727
123540,794628130569
123540,885328201731
150376,787799964347
150376,688036374366
150376,787551967739
150376,670541597682
150376,681706100005
150376,746550202210
150376,793631593316
157969,667562026062
157969,792165580830
157969,751195334264
157969,053211004121
157969,793631881376
157969,783327915676
157969,791068539716
157969,791209824688
157969,853211004127
286096,644216627523
5405,681706781020
5405,793631661916
5405,681706786001
5405,756806181749
95802,699788109267
95802,885165159035
111661,798525918718
111661,885848317349
111661,025016920876
111661,791068095670
137762,885133275354
137762,053334809511
160069,787799987995
160069,775006922105
160069,824968617205
160069,799959677660
160069,082303727174
160069,794819439440
160069,787551985825
161317,793631520435
161317,791743743926
161317,797162687452
161317,681706712420
181084,655132005272
174296,689070015420
236667,040232469633
236667,741912345444
10210,787799457719
10210,893469001011
228,700040011997
228,086662500003
160851,751195323152
160851,781624733603
160851,859930005025
160851,885920785844
6977,076930409459
8522,837654320259
14379,074299427541
15738,792491798954
15738,823973021007
233398,653753438196
247030,801310114841
247030,653341720405
153064,748252426420
92776,681706070896
92776,787799944769
109932,084766902464
125326,817009014460
125326,743181595674
125326,082225105081
125326,772223927005
173064,811872022478
190924,811872022478
265204,641171671455
84465,610585960776
113942,772223832965
113942,817054010264
113942,736126958979
113942,791209398967
153938,826956500308
421,899998189770
421,029877018307
421,798525966535
555,655132001687
555,086649700006
555,793631916917
555,787799933909
128621,696859042836
100173,045557238032
100173,455572380324
111330,455572380492
111330,787799839898
111330,045557238049
127561,045557238056
127561,455572380560
122877,094922427014
230802,604945379711
230802,826956410201
230802,703570504649
230802,826956600107
230802,742377626758
132959,798304214697
132959,885502483076
132959,789213161134
132959,791209137955
132959,885507936782
132959,885180352404
132959,885278745569
132959,885313567644
132959,793631281022
132959,885908934004
15158,703546239865
15158,681706781037
15158,433599313143
15158,681706780030
15158,793631064205
150145,713757559539
32013,831614002186
205359,841333101954
814,400934225249
814,730828801069
2425,630509856336
2425,653569823025
2425,630509556373
245392,750958294975
34194,655132003605
110242,885341373453
110242,885221247447
110242,885863639372
110242,885367358564
110242,798304258837
110242,885958329379
110242,885833706394
110242,772223950447
110242,885289898797
110242,783318553047
110242,787799920619
123726,885341373453
123726,885221247447
123726,885863639372
123726,885367358564
123726,798304258837
123726,885958329379
123726,885833706394
123726,772223950447
123726,885289898797
123726,783318553047
123726,787799920619
153527,885341373453
153527,885221247447
153527,885863639372
153527,885367358564
153527,798304258837
153527,885958329379
153527,885833706394
153527,772223950447
153527,885289898797
153527,783318553047
153527,787799920619
124185,798304258714
126951,793631944491
126951,798804133009
126951,798304258721
126951,797162678054
133597,793631506682
133597,794819246185
133597,798304258738
133597,798304258783
133597,885797822031
134389,787793182440
134389,798304258752
134396,798304258769
134396,791209414193
134396,793631094639
134398,885349493580
134398,793631717583
134398,798304258806
134398,044972698285
134398,885360723833
134398,607052434229
171965,798304338980
171965,792736959713
171965,060196888622
171965,772223316908
171965,793631563197
192926,798304339130
137498,680569675378
218174,841333101480
270958,634482737620
171273,739704877495
171273,859930005049
171273,792165977425
171273,793631451425
171273,787799597866
139898,772223266920
139898,728028343083
228133,699788109878
205125,824968200278
218208,824968200278
156858,013964757385
233206,689070018001
205418,793631868995
205418,097422948508
205418,029877035144
127023,689466695212
127023,797162396491
891,630509276042
891,783318554396
891,798257046246
227171,729220070050
167883,885339769732
167886,885881536288
175212,794965253815
177087,098272200686
181629,841333100278
181688,841333100285
181689,841333100292
181690,841333100308
182371,751195346717
194897,841333101138
205900,841333101794
226839,841333103415
138161,885851553987
138161,885134017717
138161,885204870969
138161,885832764791
138161,607052442439
138161,783719837739
138161,885121386567
138161,885179451279
138161,885817202348
5782,655132002264
262208,759751003531
2251,716867000014
262211,704725644562
154639,027084936124
154639,270849361246
154639,033172253585
157655,746775306670
157655,743181859202
154678,681706713113
140638,885354892507
140638,815442015501
140638,120000499229
147020,885609756097
147020,885609662244
147020,787799137888
147020,885932044311
147020,852613005008
147020,793631641567
147020,785924611920
147020,044981195560
147020,736126907052
147020,885509574869
147020,885923707744
166702,852613005084
166702,783495961048
166702,793631445981
166704,852613005060
166704,781493151003
166704,734548606294
166704,787793184932
182631,734548625486
182631,783419462750
182631,852613005114
182631,793631102990
230253,852613005480
230253,741912349671
624,885246078958
624,689466309324
624,885819563263
624,045802520301
624,689466695267
624,701017527985
624,885303390887
624,086639200004
13884,681706070100
15818,698887593670
24827,688623201907
41933,655132004473
123499,793573213938
131366,793573213921
148951,698887581790
156714,729220059017
156714,756806104472
156714,782361276392
165950,698887623995
165950,736126909797
165950,156820590174
165950,787799399897
167270,797142159276
191894,791068133716
243696,841333106386
19358,734548544572
21713,607052434656
280453,889696009043
157526,801628870224
157526,080162887022
257501,841333106003
257606,841333106003
7,885196248814
7,789264145787
7,086453006073
257193,889696008725
16395,887961673777
137651,791209989639
137651,728028239201
137651,734548594300
312285,860000512480
145399,681706712017
205317,841333101978
243797,843495100622
270109,602573705247
283155,729220062109
293889,841333110765
3801,823973010018
208071,841333101855
179071,749110999551
182770,634482722343
189222,646412932401
135796,817054010752
247102,689070018445
186775,634482717295
76150,736211371713
76150,794628967165
4493,742359645302
16362,794819379005
16362,759751055158
17162,787799576298
21985,655132003575
112598,655132004671
112598,787551471342
241477,625012193801
219276,053334872942
92932,793631257720
92932,885335180616
92932,772223280162
92932,655132004503
92932,696748445649
161599,746550634493
161599,655132005111
161599,742359181954
161599,772223685349
161599,793631288892
284378,609456648264
218948,817054012022
8436,780742102803
3404,783627656224
119890,029877035458
9288,859721000024
9288,794764018325
126996,852990002546
198609,798304339345
1463,895713002560
23981,827948000110
174319,782675488948
174319,779478344625
174319,019962004308
25794,653569456896
17289,856610000011
293678,810011720503
19878,029877047178
19878,792491986719
19878,785239514350
97094,681706040752
142401,610563384532
149794,817054011100
176914,889696003638
43022,853183002022
56692,681706040653
56692,433599359356
56692,681706412016
56692,787799184042
4904,073000000790
192315,875582017827
163937,772223139538
163937,792158519113
163937,794819427201
163937,063707619913
163937,793631022182
182116,040232312380
182116,893594002112
184919,729220058430
184919,075659927718
191579,634482722220
197101,602573040256
197101,748252160799
203405,814743012615
204675,793283912770
146278,681706714004
146278,885166826974
210101,748252240798
206940,681706786704
245025,602573847657
230251,030656819176
5641,068732100702
5641,783318558394
216428,827714012675
243994,752830115590
127994,091037490070
256623,765951998560
35350,748223525923
184460,827714009279
184460,783495300779
302388,827714009279
302388,783495300779
309630,824968090312
312804,644216627929
202426,634482728116
35503,655132003230
94471,783327880073
94471,785924757567
2655,689076522397
2655,013031024716
2655,885284770302
2655,785924942901
2655,885963945335
2655,787799747360
27588,835769017569
27588,655132003209
14996,599038199799
14996,689227108913
14996,024968717923
14996,824968717929
41047,599038199799
41047,689227108913
41047,024968717923
41047,824968717929
206718,889696003010
315708,644216628025
33259,678554061008
13,704751401528
13,689227108944
13,702874123662
13,787551928266
13,734548009415
13,713830325679
13,791109148013
13,764999712916
13,642940215870
13,667562020978
13,029877030712
13,998915989001
13,787799893821
13,667649039947
13,689358587847
13,787799817858
124052,787799955079
124052,655132004954
124052,655132004787
124052,599038373830
124052,793631105809
124052,783329440824
207910,741012348840
207910,653341735003
299592,826956600800
327,778988159057
128408,091037260505
128408,133589599419
4395,655132002080
6264,655132002417
130752,681706709710
145355,787799126837
145355,599038464897
145355,785924613344
145355,681706709727
234218,029877035212
255262,794628995786
255262,781624736222
255262,885154156113
255262,681706709703
255262,789213005766
257582,653341735102
231666,653341724304
38548,754295759180
38548,655132003773
40425,655132003896
58110,743181004435
59753,767485413861
59753,655132004084
59753,772223572434
66510,751195356457
166708,787793302442
166708,743181551922
166708,852613005077
181960,853533008179
181960,029877057177
27766,783329349387
27766,885285157997
27766,029877030255
27766,885845245591
27766,885250380238
27766,885973365970
27766,885162390950
27766,885885482437
27766,793631918072
27766,885793749882
27766,885325792355
27766,885375091798
27766,798525951944
125921,783329349387
125921,885285157997
125921,029877030255
125921,885845245591
125921,885250380238
125921,885973365970
125921,885162390950
125921,885885482437
125921,793631918072
125921,885793749882
125921,885325792355
125921,885375091798
125921,798525951944
184842,783329349387
184842,885285157997
184842,029877030255
184842,885845245591
184842,885250380238
184842,885973365970
184842,885162390950
184842,885885482437
184842,793631918072
184842,885793749882
184842,885325792355
184842,885375091798
184842,798525951944
9,655132001175
171623,681706715902
171623,793631917563
171623,787799954850
37628,782675339158
37628,654367573303
265402,782150647280
284616,672975286200
182518,783318567310
568,885973757478
568,885454275071
568,045802282803
568,885316490987
568,767342955381
568,045802828001
568,885401815428
568,794628920504
568,885213044924
568,885940911513
568,781624675026
568,885817325122
1833,044903930828
23985,681706070124
217085,856934004115
189067,602573121788
192547,793631160778
7865,781493098063
7865,659390010108
22398,781624633538
22398,793631770823
22398,659390010139
22398,794819264776
170216,734548822915
170216,793631313310
170216,889696000033
20865,689752893827
260757,841333109028
1520,792736927064
1520,609456646574
262151,653341029409
1382,827948000097
28682,817054010639
28682,783318313863
915,824968713617
929,772223145379
929,793631321094
1829,787551610222
1829,692000200186
1829,783329594244
1829,607052444617
1829,044972698728
1829,086631100005
1829,885206877423
1829,076930414750
1829,076930866009
2987,824968715628
33451,607052445591
33451,751195353760
99975,885625118282
99975,885926876287
99975,885947705375
112138,433599330423
112138,490871008173
112138,783329460785
143185,885936817263
143185,074748331115
143185,885924748777
143185,599038138934
143185,885562694269
143185,783329484460
157413,798304339208
163805,655132005517
168609,787551481341
195571,088881555659
195571,053334860475
177147,696859265747
191189,792273251554
171,071404310910
171,885230384690
171,607052433949
171,885314104947
171,885531862477
171,885885230663
171,060721274029
171,771404310919
171,074748350659
171,001910497140
171,885552012325
171,885911201872
171,794628104782
171,013031033237
171,101111234596
171,013031017176
171,885536122521
171,885433105160
171,885918647000
171,714043010918
132544,857120003097
18400,754295696607
18400,681706708607
180852,728028398939
180852,792736027221
180852,793631603572
3990,794764014310
2129,778988743041
2129,630996013946
30328,778988743041
30328,630996013946
5048,757965343740
5048,630509312399
5048,787799490716
5048,630509312405
25900,092145610800
14626,885475506659
14626,626975111499
137095,794628997087
137095,781624737267
137095,029877033102
224999,792273251523
161417,728028344776
161417,746550542378
92898,859358006024
122323,859358006031
150669,859358006048
185796,859358006055
183840,793631331819
183840,783149445269
245377,850505008083
257276,741012349205
257276,850505008410
4209,746550880951
3284,076930404065
88140,778988901922
177182,607052446642
220913,841333103231
71655,852990002744
174801,889696000477
253149,696305213957
168512,634482719954
28037,655132003698
302193,810558018415
156189,885378722330
156189,885918594717
156189,785924786239
156189,794628980317
156189,885351138233
156189,781624723826
156189,787551597738
205057,696303136302
266188,672975269999
253506,817054011957
41047,811949032034
282171,811949032034
288169,810011720480
300442,860001884210
301084,793588575205
16325,092145612101
226254,864562000263
193425,864648000200
301919,841333111045
361,734548965001
361,772223903085
361,655132001496
361,787551832242
361,792491844057
5072,746550995181
13308,787551933208
13308,795571993379
13308,787799984864
22348,798521703295
29223,045802521308
91984,807658000150
168998,634746364500
168998,634482719312
223215,859930005728
80771,859573004065
218417,792273251561
218417,653341721204
218417,722301926192
39232,610585911952
140717,793631281213
140717,794819114750
140717,787799927946
231581,653341723109
231581,741012349212
157820,793631510443
157820,079387816788
141,655132001434
204029,841333101466
233961,682604701363
122891,729220051011
122891,885354565364
292974,633482735070
292974,634482875001
36332,013964390216
6901,802221537194
6901,793631198986
6901,885697680212
6901,743181347006
6901,433599239191
62226,817054010356
62226,698887828666
130705,044984395271
130705,781624722379
130705,714043011656
130705,885444661525
130705,787799689301
130705,791385261345
130705,751195341453
40531,791385053513
40531,076930414378
40531,794819713670
143760,885279440371
214234,817054011728
2398,751738740514
2398,719265514121
2398,744288052527
217949,814743013018
54,655132001328
54,065513200132
54,086705500007
88,086648900001
88,783329539078
88,835769016432
88,655132001335
7262,885996000599
7262,696745730557
75358,793625058951
75358,798525962858
36228,895713002041
42898,754295381398
42898,681706043005
75448,853502003266
140997,067268462070
143701,729220053718
151016,859573004089
137166,433599327560
137166,885882911817
137166,885304808053
137166,655132004961
137166,885396573488
137166,098152341126
137166,885868232042
125993,817054010547
235247,801310113097
235247,755899988952
235247,761568294194
23686,877504000030
103660,787799955635
103660,091037244536
139899,787799955635
139899,091037244536
168435,793631059928
168435,748252980410
103515,841333102531
1465,978091386689
1465,084626001122
1465,978091054670
1465,000913866687
118616,655132004725
10721,032244041150
177799,885911454971
177799,653569943051
177799,787799196960
200954,653341720801
1254,793631337460
1254,032244044144
692,702021085010
223376,801310113493
223376,889696005533
284665,619470169348
138788,885912546217
138788,885186863676
80942,655132004435
185589,799825348953
185589,040232363634
185589,793631247523
75476,681706070582
40674,823973020185
222862,013964757460
257,723464002303
257,823464002300
257,793631834952
214396,866708000212
50381,817246020002
50381,754207313585
31420,894769000087
35595,894769000100
110870,791209767176
110870,787551575330
110870,655132004664
122967,729220050199
266164,793588576417
903,746550192757
903,791209163022
903,699107411248
903,793631356768
12477,831112000400
17710,831112000608
111105,661799914871
123570,795864898688
123570,785924830383
123570,899998714095
141736,729220058058
152765,729220050212
152765,787799981320
155969,719896462662
168681,681706716701
180199,817054011315
187653,793631174669
187653,772223173990
187653,859930005117
192945,653341720108
198525,859930005278
217398,792273251707
303648,810558018750
142326,885456365367
142326,793631688234
142326,785924323663
142326,797619846241
142326,793573104922
227515,029877035267
245643,741912345802
248490,644216211999
143405,787799638194
143405,681706490014
143405,784311927682
143405,743181728942
1143,699788109212
22038,699788109212
66837,817054011704
245487,672975206437
223518,859930005759
166226,681703715400
220133,720260107553
220133,720260107560
161363,743181622714
161363,040232179945
4122,653569849261
4122,630509611102
132,655132001212
108421,754295481180
108421,837654863541
108421,001589940008
25277,702021031710
213531,653341721907
35761,655132003780
200090,053334861182
144553,787799282021
29972,681706070230
43152,781624536211
210290,053334867337
119012,627843208181
130592,630509480807
130592,653569690207
130592,630509947294
154301,681706714202
154906,728028343120
805,076930414538
805,769304145380
805,794819137681
156496,748252578150
156496,783318548296
207016,826956300304
23730,681706040332
1265,885449785578
4583,105201011180
4583,731882521818
4583,796793396795
17449,699788109144
160958,815442017529
160958,785924755631
125977,817054011513
169704,793631382101
169704,728028379631
169704,728028379686
205125,703570099688
205125,044946199497
205125,824968201251
209324,889696007087
270138,850505008786
58,754295818962
58,783719832284
58,681706070438
3263,794819484167
3263,817054010875
32165,655132003445
32165,787799909300
35285,798256738289
35285,792491862860
117942,681706412306
117942,433599341405
117942,754295416953
150926,609456646949
220827,741012846131
32969,823973034014
1597,754295542065
1597,029877004799
1597,298770047992
85990,736211371119
